neighbourhood_group_cleansed,property_type,room_type,bathrooms_text,host_is_superhost,accommodates,bedrooms,beds,number_of_reviews,price
1.0,11.0,0.0,8.0,2.1271372618155353,1.448172881767697,1.5406791670009825,2.386296482027716,-0.4171777203294024,2.4771212547196626
1.0,11.0,0.0,5.0,-0.47011540719590833,2.54411961520188,1.5406791670009825,2.386296482027716,0.2589549010424326,2.303196057420489
1.0,11.0,0.0,2.0,-0.47011540719590833,0.9001995150506058,0.38409849662360834,0.4408562764739203,-0.47754670438045915,1.806179973983887
1.0,30.0,2.0,3.0,2.1271372618155353,-0.7437205851006682,-0.7724821737537657,-0.8561038605619438,0.44006185319560265,1.6901960800285136
0.0,12.0,0.0,2.0,-0.47011540719590833,-0.19574721838357684,-0.7724821737537657,-0.2076237920440117,0.7419067734508862,2.0
2.0,11.0,0.0,8.0,-0.47011540719590833,0.9001995150506058,0.38409849662360834,1.0893363449918523,-0.5258418916213045,2.1583624920952498
0.0,11.0,0.0,5.0,-0.47011540719590833,-0.19574721838357684,0.38409849662360834,-0.2076237920440117,-0.36888253308855706,1.591064607026499
0.0,30.0,2.0,4.0,-0.47011540719590833,-1.2916939518177595,-0.7724821737537657,-0.8561038605619438,-0.006668628782216895,1.3617278360175928
0.0,30.0,2.0,4.0,-0.47011540719590833,-0.7437205851006682,-0.7724821737537657,-0.8561038605619438,-0.5016942980008818,1.6020599913279623
0.0,11.0,0.0,2.0,-0.47011540719590833,0.35222614833351445,0.38409849662360834,0.4408562764739203,-0.5258418916213045,2.146128035678238
2.0,12.0,0.0,2.0,-0.47011540719590833,-0.7437205851006682,-0.7724821737537657,-0.8561038605619438,-0.5258418916213045,2.0718820073061255
1.0,30.0,2.0,9.0,-0.47011540719590833,-1.2916939518177595,-0.7724821737537657,-0.8561038605619438,-0.5137680948110932,1.6532125137753437
5.0,30.0,2.0,4.0,2.1271372618155353,-0.7437205851006682,-0.7724821737537657,-0.2076237920440117,-0.2481445649864437,1.4771212547196624
3.0,12.0,0.0,2.0,-0.47011540719590833,0.35222614833351445,1.5406791670009825,1.0893363449918523,-0.5258418916213045,2.0755469613925306
1.0,30.0,2.0,4.0,-0.47011540719590833,-0.7437205851006682,-0.7724821737537657,-0.8561038605619438,0.3313976819037006,1.7160033436347992
1.0,11.0,0.0,8.0,2.1271372618155353,0.35222614833351445,0.38409849662360834,-0.2076237920440117,-0.5379156884315158,1.954242509439325
1.0,11.0,0.0,2.0,-0.47011540719590833,0.35222614833351445,1.5406791670009825,0.4408562764739203,-0.2843659554170777,2.0253058652647704
0.0,30.0,2.0,8.0,-0.47011540719590833,0.35222614833351445,-0.7724821737537657,-0.2076237920440117,-0.5379156884315158,1.5440680443502757
0.0,30.0,2.0,4.0,2.1271372618155353,-0.7437205851006682,-0.7724821737537657,-0.8561038605619438,1.6836629246473707,1.7323937598229686
0.0,30.0,2.0,5.0,-0.47011540719590833,-0.7437205851006682,-0.7724821737537657,-0.8561038605619438,-0.5379156884315158,1.6989700043360187
1.0,11.0,0.0,8.0,2.1271372618155353,0.35222614833351445,0.38409849662360834,-0.2076237920440117,1.2248586458593396,2.4099331233312946
1.0,11.0,0.0,2.0,-0.47011540719590833,0.9001995150506058,0.38409849662360834,1.0893363449918523,-0.33266114265792307,2.3384564936046046
3.0,11.0,0.0,2.0,-0.47011540719590833,-0.7437205851006682,0.38409849662360834,-0.2076237920440117,-0.5379156884315158,1.6532125137753437
5.0,11.0,0.0,2.0,-0.47011540719590833,-0.7437205851006682,-0.7724821737537657,-0.2076237920440117,-0.5016942980008818,1.9294189257142926
1.0,30.0,2.0,4.0,-0.47011540719590833,-0.7437205851006682,-0.7724821737537657,-0.8561038605619438,-0.39303012670897974,1.5797835966168101
3.0,11.0,0.0,8.0,-0.47011540719590833,1.9961462484847885,2.6972598373783567,4.980216756099445,0.16236452656074185,2.432969290874406
0.0,4.0,0.0,2.0,-0.47011540719590833,-0.19574721838357684,0.38409849662360834,-0.2076237920440117,-0.5016942980008818,1.7160033436347992
8.0,30.0,2.0,4.0,-0.47011540719590833,-1.2916939518177595,-0.7724821737537657,-0.8561038605619438,0.452135650005814,1.3424226808222062
0.0,30.0,2.0,4.0,-0.47011540719590833,-0.19574721838357684,-0.7724821737537657,-0.2076237920440117,-0.38095632989876843,1.591064607026499
0.0,30.0,2.0,4.0,-0.47011540719590833,-1.2916939518177595,-0.7724821737537657,-0.8561038605619438,-0.5258418916213045,1.568201724066995
0.0,11.0,0.0,2.0,2.1271372618155353,1.448172881767697,1.5406791670009825,1.7378164135097842,3.023854370580829,2.0569048513364727
2.0,11.0,0.0,2.0,-0.47011540719590833,0.9001995150506058,0.38409849662360834,-0.2076237920440117,-0.5379156884315158,2.303196057420489
1.0,11.0,0.0,8.0,2.1271372618155353,1.448172881767697,0.38409849662360834,1.0893363449918523,-0.1636279873149643,2.3324384599156054
1.0,11.0,0.0,2.0,-0.47011540719590833,-0.7437205851006682,-0.7724821737537657,-0.8561038605619438,-0.48962050119067047,2.0791812460476247
2.0,11.0,0.0,8.0,-0.47011540719590833,-0.19574721838357684,0.38409849662360834,-0.2076237920440117,-0.5258418916213045,1.9637878273455553
1.0,11.0,0.0,2.0,-0.47011540719590833,0.35222614833351445,0.38409849662360834,-0.2076237920440117,1.092046880947015,1.954242509439325
8.0,4.0,0.0,2.0,2.1271372618155353,1.448172881767697,1.5406791670009825,1.0893363449918523,-0.35680873627834575,1.8750612633917
5.0,30.0,2.0,3.0,-0.47011540719590833,-1.2916939518177595,-0.7724821737537657,-0.8561038605619438,-0.5016942980008818,1.2304489213782739
1.0,12.0,0.0,8.0,-0.47011540719590833,0.35222614833351445,0.38409849662360834,0.4408562764739203,1.94928645447202,2.1398790864012365
0.0,30.0,2.0,6.0,-0.47011540719590833,-0.7437205851006682,-0.7724821737537657,-0.8561038605619438,-0.5016942980008818,1.7708520116421442
1.0,11.0,0.0,8.0,-0.47011540719590833,1.448172881767697,1.5406791670009825,1.7378164135097842,1.1403420681878602,2.357934847000454
8.0,30.0,2.0,9.0,-0.47011540719590833,-0.7437205851006682,-0.7724821737537657,-0.8561038605619438,-0.5016942980008818,2.0
2.0,11.0,0.0,2.0,2.1271372618155353,0.35222614833351445,-0.7724821737537657,-0.2076237920440117,5.680089668827324,1.8750612633917
1.0,4.0,0.0,5.0,-0.47011540719590833,-0.19574721838357684,0.38409849662360834,-0.2076237920440117,-0.5379156884315158,2.298853076409707
1.0,30.0,2.0,6.0,-0.47011540719590833,-0.7437205851006682,-0.7724821737537657,-0.8561038605619438,-0.5258418916213045,1.2304489213782739
0.0,12.0,0.0,2.0,-0.47011540719590833,0.35222614833351445,0.38409849662360834,0.4408562764739203,-0.3085135490375004,2.3541084391474008
9.0,53.0,3.0,4.0,2.1271372618155353,-1.2916939518177595,-0.7724821737537657,2.386296482027716,-0.5379156884315158,1.3010299956639813
3.0,30.0,2.0,6.0,-0.47011540719590833,-0.7437205851006682,-0.7724821737537657,-0.8561038605619438,-0.5137680948110932,1.2041199826559248
0.0,11.0,0.0,2.0,-0.47011540719590833,0.35222614833351445,-0.7724821737537657,-0.2076237920440117,-0.5379156884315158,2.0492180226701815
2.0,11.0,0.0,8.0,-0.47011540719590833,0.35222614833351445,0.38409849662360834,0.4408562764739203,-0.33266114265792307,2.0
0.0,11.0,0.0,2.0,-0.47011540719590833,0.9001995150506058,0.38409849662360834,0.4408562764739203,-0.36888253308855706,1.5563025007672873
1.0,11.0,0.0,8.0,2.1271372618155353,1.9961462484847885,1.5406791670009825,1.7378164135097842,0.31932388509348925,2.298853076409707
0.0,11.0,0.0,2.0,-0.47011540719590833,-0.19574721838357684,-0.7724821737537657,-0.8561038605619438,-0.36888253308855706,2.0530784434834195
0.0,11.0,0.0,12.0,-0.47011540719590833,1.448172881767697,1.5406791670009825,2.386296482027716,-0.48962050119067047,2.2041199826559246
8.0,11.0,0.0,2.0,2.1271372618155353,0.9001995150506058,1.5406791670009825,0.4408562764739203,1.309375223530819,1.9777236052888478
2.0,11.0,0.0,2.0,-0.47011540719590833,-0.7437205851006682,-0.7724821737537657,-0.8561038605619438,-0.5137680948110932,1.8195439355418688
4.0,4.0,0.0,8.0,-0.47011540719590833,1.448172881767697,2.6972598373783567,2.386296482027716,-0.5379156884315158,1.9444826721501687
1.0,11.0,0.0,8.0,-0.47011540719590833,1.448172881767697,1.5406791670009825,1.0893363449918523,2.0941720161945563,2.0253058652647704
1.0,11.0,0.0,2.0,-0.47011540719590833,0.35222614833351445,-0.7724821737537657,0.4408562764739203,-0.5137680948110932,2.0211892990699383
0.0,30.0,2.0,3.0,-0.47011540719590833,-0.7437205851006682,-0.7724821737537657,-0.8561038605619438,-0.5379156884315158,2.1760912590556813
1.0,11.0,0.0,2.0,-0.47011540719590833,0.35222614833351445,0.38409849662360834,-0.2076237920440117,0.8505709447427882,2.4771212547196626
2.0,11.0,0.0,2.0,-0.47011540719590833,-0.7437205851006682,0.38409849662360834,-0.2076237920440117,-0.5379156884315158,1.9777236052888478
8.0,11.0,0.0,2.0,2.1271372618155353,0.35222614833351445,0.38409849662360834,0.4408562764739203,2.9876329801501953,1.9822712330395684
4.0,11.0,0.0,2.0,-0.47011540719590833,-0.19574721838357684,0.38409849662360834,-0.2076237920440117,-0.5379156884315158,2.113943352306837
1.0,12.0,0.0,2.0,-0.47011540719590833,-0.7437205851006682,-0.7724821737537657,-0.8561038605619438,-0.47754670438045915,2.12057393120585
7.0,11.0,0.0,8.0,-0.47011540719590833,0.35222614833351445,1.5406791670009825,0.4408562764739203,-0.006668628782216895,2.4638929889859074
0.0,30.0,2.0,3.0,-0.47011540719590833,-0.7437205851006682,-0.7724821737537657,-0.8561038605619438,-0.5379156884315158,2.0
1.0,11.0,0.0,8.0,-0.47011540719590833,1.9961462484847885,2.6972598373783567,1.0893363449918523,0.28310249466285525,2.3502480183341627
1.0,30.0,2.0,4.0,-0.47011540719590833,-0.7437205851006682,-0.7724821737537657,-0.8561038605619438,-0.4654729075702478,1.7993405494535817
4.0,11.0,0.0,2.0,2.1271372618155353,-0.7437205851006682,-0.7724821737537657,-0.8561038605619438,-0.36888253308855706,1.4771212547196624
0.0,11.0,0.0,8.0,-0.47011540719590833,-0.7437205851006682,-0.7724821737537657,-0.8561038605619438,-0.5379156884315158,1.968482948553935
2.0,11.0,0.0,2.0,-0.47011540719590833,-0.19574721838357684,0.38409849662360834,-0.2076237920440117,0.1744383233709532,1.919078092376074
0.0,11.0,0.0,8.0,-0.47011540719590833,1.448172881767697,1.5406791670009825,2.386296482027716,-0.4654729075702478,1.8750612633917
1.0,12.0,0.0,2.0,-0.47011540719590833,0.35222614833351445,0.38409849662360834,0.4408562764739203,-0.5379156884315158,2.041392685158225
2.0,30.0,2.0,7.0,-0.47011540719590833,-0.7437205851006682,-0.7724821737537657,-0.8561038605619438,-0.5379156884315158,1.505149978319906
9.0,11.0,0.0,2.0,-0.47011540719590833,0.9001995150506058,0.38409849662360834,0.4408562764739203,-0.5258418916213045,1.9637878273455553
0.0,30.0,2.0,3.0,-0.47011540719590833,0.9001995150506058,0.38409849662360834,1.0893363449918523,1.4059655980125096,1.954242509439325
2.0,11.0,0.0,2.0,-0.47011540719590833,0.35222614833351445,0.38409849662360834,-0.2076237920440117,0.3676190723343346,1.954242509439325
1.0,30.0,2.0,8.0,2.1271372618155353,-1.2916939518177595,-0.7724821737537657,-0.8561038605619438,0.9350875224142675,1.4771212547196624
1.0,11.0,0.0,8.0,2.1271372618155353,0.35222614833351445,0.38409849662360834,0.4408562764739203,0.3555452755241233,2.0791812460476247
8.0,30.0,2.0,4.0,-0.47011540719590833,-1.2916939518177595,-0.7724821737537657,-0.8561038605619438,-0.5016942980008818,1.462397997898956
0.0,11.0,0.0,2.0,-0.47011540719590833,0.35222614833351445,0.38409849662360834,-0.2076237920440117,-0.5258418916213045,1.7708520116421442
1.0,30.0,2.0,4.0,-0.47011540719590833,-1.2916939518177595,-0.7724821737537657,-0.8561038605619438,-0.5379156884315158,1.3979400086720377
8.0,29.0,2.0,3.0,-0.47011540719590833,0.35222614833351445,-0.7724821737537657,-0.2076237920440117,0.7539805702610975,1.6989700043360187
1.0,40.0,2.0,8.0,-0.47011540719590833,0.35222614833351445,0.38409849662360834,-0.2076237920440117,-0.4654729075702478,2.0492180226701815
3.0,27.0,2.0,3.0,-0.47011540719590833,-0.7437205851006682,-0.7724821737537657,-0.8561038605619438,-0.5137680948110932,1.7853298350107671
0.0,11.0,0.0,8.0,-0.47011540719590833,-0.19574721838357684,1.5406791670009825,0.4408562764739203,-0.5379156884315158,1.591064607026499
0.0,40.0,2.0,3.0,-0.47011540719590833,-0.7437205851006682,-0.7724821737537657,-0.2076237920440117,3.325699290836113,1.919078092376074
1.0,30.0,2.0,6.0,-0.47011540719590833,-1.2916939518177595,-0.7724821737537657,-0.8561038605619438,-0.4654729075702478,1.3010299956639813
3.0,11.0,0.0,2.0,-0.47011540719590833,0.9001995150506058,1.5406791670009825,1.0893363449918523,-0.48962050119067047,1.845098040014257
1.0,11.0,0.0,8.0,2.1271372618155353,0.9001995150506058,0.38409849662360834,-0.2076237920440117,-0.1636279873149643,2.2041199826559246
8.0,11.0,0.0,2.0,-0.47011540719590833,0.9001995150506058,1.5406791670009825,1.0893363449918523,-0.4654729075702478,2.012837224705172
1.0,30.0,2.0,4.0,-0.47011540719590833,-0.7437205851006682,-0.7724821737537657,-0.8561038605619438,-0.4171777203294024,1.3979400086720377
7.0,30.0,2.0,3.0,-0.47011540719590833,-1.2916939518177595,-0.7724821737537657,-0.8561038605619438,-0.1636279873149643,1.6232492903979006
0.0,9.0,0.0,2.0,-0.47011540719590833,-0.19574721838357684,-0.7724821737537657,-0.2076237920440117,-0.47754670438045915,1.99563519459755
2.0,30.0,2.0,4.0,-0.47011540719590833,-0.7437205851006682,-0.7724821737537657,-0.8561038605619438,-0.5016942980008818,1.6901960800285136
1.0,11.0,0.0,8.0,-0.47011540719590833,1.448172881767697,1.5406791670009825,2.386296482027716,-0.47754670438045915,2.0
1.0,11.0,0.0,2.0,-0.47011540719590833,0.9001995150506058,0.38409849662360834,-0.2076237920440117,4.521005175047035,1.9444826721501687
2.0,11.0,0.0,5.0,-0.47011540719590833,2.54411961520188,0.38409849662360834,1.7378164135097842,-0.13948039369454163,2.0791812460476247
2.0,12.0,0.0,2.0,-0.47011540719590833,-0.7437205851006682,-0.7724821737537657,-0.2076237920440117,-0.3447349394681344,2.0530784434834195
1.0,11.0,0.0,8.0,-0.47011540719590833,0.35222614833351445,-0.7724821737537657,-0.2076237920440117,-0.09118520645369627,2.0492180226701815
8.0,11.0,0.0,2.0,2.1271372618155353,-0.7437205851006682,-0.7724821737537657,-0.8561038605619438,0.9109399287938448,2.1760912590556813
1.0,38.0,2.0,5.0,-0.47011540719590833,0.35222614833351445,-0.7724821737537657,0.4408562764739203,-0.5137680948110932,2.220108088040055
4.0,4.0,0.0,10.0,2.1271372618155353,0.9001995150506058,1.5406791670009825,1.0893363449918523,-0.5258418916213045,2.0969100130080562
1.0,21.0,2.0,4.0,-0.47011540719590833,-0.7437205851006682,-0.7724821737537657,-0.8561038605619438,-0.5379156884315158,1.6989700043360187
1.0,28.0,2.0,4.0,-0.47011540719590833,0.35222614833351445,-0.7724821737537657,1.0893363449918523,-0.39303012670897974,2.0530784434834195
1.0,28.0,2.0,20.0,-0.47011540719590833,-0.19574721838357684,-0.7724821737537657,-0.8561038605619438,-0.38095632989876843,1.8573324964312685
1.0,11.0,0.0,2.0,-0.47011540719590833,0.9001995150506058,0.38409849662360834,1.0893363449918523,2.4926073109315303,1.806179973983887
1.0,11.0,0.0,12.0,-0.47011540719590833,0.9001995150506058,1.5406791670009825,1.7378164135097842,-0.4051039235191911,2.298853076409707
8.0,4.0,0.0,2.0,-0.47011540719590833,0.9001995150506058,0.38409849662360834,1.0893363449918523,-0.2481445649864437,1.7558748556724915
3.0,11.0,0.0,12.0,2.1271372618155353,2.54411961520188,2.6972598373783567,1.7378164135097842,0.2348073074220099,2.214843848047698
0.0,11.0,0.0,2.0,-0.47011540719590833,0.35222614833351445,0.38409849662360834,1.0893363449918523,-0.5379156884315158,1.9590413923210936
1.0,11.0,0.0,2.0,-0.47011540719590833,1.448172881767697,0.38409849662360834,2.386296482027716,0.3555452755241233,1.9493900066449128
1.0,30.0,2.0,9.0,2.1271372618155353,-0.7437205851006682,-0.7724821737537657,-0.8561038605619438,2.0820982193843447,1.6020599913279623
0.0,11.0,0.0,2.0,-0.47011540719590833,-0.7437205851006682,-0.7724821737537657,-0.2076237920440117,-0.5137680948110932,1.6989700043360187
2.0,11.0,0.0,2.0,2.1271372618155353,-0.7437205851006682,-0.7724821737537657,-0.8561038605619438,1.1282682713776488,1.8573324964312685
8.0,30.0,2.0,6.0,-0.47011540719590833,-0.7437205851006682,-0.7724821737537657,-0.8561038605619438,0.5366522276772934,1.568201724066995
0.0,30.0,2.0,3.0,-0.47011540719590833,-0.7437205851006682,-0.7724821737537657,-0.8561038605619438,-0.5016942980008818,1.863322860120456
1.0,30.0,2.0,8.0,2.1271372618155353,-1.2916939518177595,0.38409849662360834,-0.8561038605619438,1.092046880947015,1.724275869600789
0.0,30.0,2.0,4.0,-0.47011540719590833,-0.7437205851006682,-0.7724821737537657,-0.8561038605619438,-0.15155419050475297,1.6434526764861874
1.0,11.0,0.0,8.0,-0.47011540719590833,2.54411961520188,2.6972598373783567,2.386296482027716,-0.006668628782216895,2.798650645445269
1.0,11.0,0.0,2.0,-0.47011540719590833,-0.19574721838357684,-0.7724821737537657,-0.2076237920440117,-0.06703761283327359,2.2671717284030137
0.0,11.0,0.0,2.0,-0.47011540719590833,-0.19574721838357684,0.38409849662360834,-0.2076237920440117,-0.5258418916213045,1.9444826721501687
1.0,11.0,0.0,2.0,-0.47011540719590833,0.9001995150506058,0.38409849662360834,0.4408562764739203,0.1744383233709532,2.3560258571931225
3.0,30.0,2.0,4.0,-0.47011540719590833,-0.7437205851006682,-0.7724821737537657,-0.2076237920440117,-0.5379156884315158,1.3979400086720377
1.0,27.0,2.0,2.0,-0.47011540719590833,-0.7437205851006682,-0.7724821737537657,-0.8561038605619438,-0.1274065968843303,1.5440680443502757
7.0,21.0,2.0,6.0,-0.47011540719590833,-1.2916939518177595,-0.7724821737537657,-0.8561038605619438,0.12614313613010783,1.4471580313422192
2.0,30.0,2.0,9.0,-0.47011540719590833,-0.7437205851006682,-0.7724821737537657,-0.8561038605619438,0.379692869144546,1.414973347970818
0.0,30.0,2.0,3.0,2.1271372618155353,-0.7437205851006682,-0.7724821737537657,-0.8561038605619438,4.170865067550907,1.5185139398778875
7.0,11.0,0.0,2.0,-0.47011540719590833,0.9001995150506058,1.5406791670009825,1.0893363449918523,-0.35680873627834575,2.110589710299249
2.0,30.0,2.0,6.0,-0.47011540719590833,-0.7437205851006682,-0.7724821737537657,-0.8561038605619438,-0.3447349394681344,1.3424226808222062
8.0,30.0,2.0,4.0,-0.47011540719590833,-1.2916939518177595,-0.7724821737537657,-0.8561038605619438,0.5970212117283501,1.6901960800285136
1.0,30.0,2.0,3.0,-0.47011540719590833,0.35222614833351445,-0.7724821737537657,1.0893363449918523,-0.5379156884315158,1.5440680443502757
1.0,30.0,2.0,4.0,-0.47011540719590833,-0.7437205851006682,-0.7724821737537657,-0.8561038605619438,-0.09118520645369627,1.8195439355418688
1.0,11.0,0.0,2.0,2.1271372618155353,0.35222614833351445,-0.7724821737537657,-0.2076237920440117,0.6090950085385615,1.968482948553935
8.0,11.0,0.0,2.0,-0.47011540719590833,0.35222614833351445,-0.7724821737537657,-0.8561038605619438,-0.5016942980008818,1.6532125137753437
0.0,11.0,0.0,2.0,-0.47011540719590833,0.35222614833351445,-0.7724821737537657,-0.2076237920440117,-0.3085135490375004,1.9590413923210936
1.0,11.0,0.0,8.0,2.1271372618155353,0.9001995150506058,1.5406791670009825,1.0893363449918523,2.263205171537515,2.2068258760318495
1.0,30.0,2.0,9.0,-0.47011540719590833,0.35222614833351445,-0.7724821737537657,-0.2076237920440117,0.379692869144546,1.5563025007672873
7.0,30.0,2.0,3.0,-0.47011540719590833,-0.19574721838357684,0.38409849662360834,-0.2076237920440117,-0.5379156884315158,1.6532125137753437
7.0,4.0,0.0,2.0,2.1271372618155353,0.35222614833351445,-0.7724821737537657,-0.2076237920440117,4.219160254791753,1.863322860120456
1.0,11.0,0.0,10.0,-0.47011540719590833,1.448172881767697,2.6972598373783567,1.7378164135097842,-0.5379156884315158,2.27415784926368
1.0,11.0,0.0,8.0,-0.47011540719590833,0.35222614833351445,1.5406791670009825,1.0893363449918523,0.6090950085385615,2.4265112613645754
1.0,11.0,0.0,2.0,-0.47011540719590833,0.9001995150506058,0.38409849662360834,-0.2076237920440117,0.7902019606917314,1.9030899869919435
0.0,11.0,0.0,2.0,-0.47011540719590833,0.35222614833351445,0.38409849662360834,-0.2076237920440117,-0.23607076817623235,2.041392685158225
8.0,37.0,1.0,19.0,-0.47011540719590833,0.35222614833351445,-0.7724821737537657,1.0893363449918523,-0.13948039369454163,1.3222192947339193
9.0,11.0,0.0,8.0,-0.47011540719590833,0.35222614833351445,0.38409849662360834,0.4408562764739203,-0.296439752227289,2.1335389083702174
2.0,30.0,2.0,6.0,2.1271372618155353,-1.2916939518177595,-0.7724821737537657,-0.8561038605619438,-0.4292515171396138,1.3010299956639813
8.0,11.0,0.0,8.0,-0.47011540719590833,1.448172881767697,1.5406791670009825,1.0893363449918523,0.8384971479325768,1.8920946026904804
