host_is_superhost,neighbourhood_group_cleansed,property_type,room_type,accommodates,bathrooms_text,bedrooms,beds,number_of_reviews,price
1.0,Ciutat Vella,Entire rental unit,Entire home/apt,6,1 bath,1.0,4.0,12,99
1.0,Gràcia,Private room in rental unit,Private room,2,1 private bath,1.0,1.0,37,101
1.0,Sarrià-Sant Gervasi,Entire home,Entire home/apt,4,1.5 baths,2.0,2.0,92,88
0.0,Eixample,Private room in rental unit,Private room,2,1 private bath,1.0,1.0,3,76
0.0,Eixample,Entire rental unit,Entire home/apt,5,2 baths,2.0,3.0,2,137
1.0,Sant Martí,Entire rental unit,Entire home/apt,4,1 bath,3.0,3.0,0,70
0.0,Eixample,Entire rental unit,Entire home/apt,2,1 bath,1.0,2.0,21,64
0.0,Sant Andreu,Shared room in rental unit,Shared room,1,1 shared bath,1.0,2.0,0,24
1.0,Ciutat Vella,Entire rental unit,Entire home/apt,4,1 bath,2.0,3.0,0,130
0.0,Ciutat Vella,Entire rental unit,Entire home/apt,6,1 bath,3.0,4.0,5,180
0.0,Ciutat Vella,Entire rental unit,Entire home/apt,2,1 bath,1.0,1.0,1,52
0.0,Eixample,Entire rental unit,Entire home/apt,8,2 baths,3.0,6.0,45,309
0.0,Horta-Guinardó,Entire rental unit,Entire home/apt,7,2 baths,3.0,7.0,66,225
0.0,Eixample,Entire rental unit,Entire home/apt,4,1 bath,1.0,1.0,11,400
0.0,Sants-Montjuïc,Private room in rental unit,Private room,1,1 shared bath,1.0,1.0,0,25
0.0,Eixample,Entire rental unit,Entire home/apt,7,2 baths,3.0,5.0,41,197
1.0,Ciutat Vella,Entire serviced apartment,Entire home/apt,6,2 baths,3.0,3.0,4,250
0.0,Sants-Montjuïc,Entire loft,Entire home/apt,4,1 bath,2.0,4.0,39,84
0.0,Sants-Montjuïc,Entire rental unit,Entire home/apt,5,2 baths,3.0,3.0,320,73
1.0,Eixample,Entire rental unit,Entire home/apt,6,2 baths,3.0,5.0,131,153
0.0,Eixample,Entire rental unit,Entire home/apt,7,2 baths,4.0,4.0,11,120
0.0,Ciutat Vella,Private room in rental unit,Private room,3,1 shared bath,1.0,2.0,94,50
0.0,Eixample,Entire rental unit,Entire home/apt,6,1 bath,3.0,4.0,15,121
0.0,Sarrià-Sant Gervasi,Entire rental unit,Entire home/apt,6,1 bath,3.0,5.0,7,103
0.0,Eixample,Room in boutique hotel,Private room,2,1 private bath,1.0,1.0,107,97
0.0,Eixample,Entire rental unit,Entire home/apt,5,2 baths,2.0,2.0,23,112
0.0,Eixample,Private room in rental unit,Private room,1,1 private bath,1.0,1.0,0,77
0.0,Sants-Montjuïc,Entire rental unit,Entire home/apt,3,1 bath,2.0,2.0,9,105
0.0,Eixample,Entire serviced apartment,Entire home/apt,4,2 baths,2.0,3.0,258,138
1.0,Ciutat Vella,Private room in casa particular,Private room,1,1 shared bath,1.0,1.0,0,20
0.0,Eixample,Private room in rental unit,Private room,2,1 private bath,1.0,1.0,3,63
1.0,Ciutat Vella,Private room in rental unit,Private room,4,1 shared bath,1.0,2.0,202,55
0.0,Sant Martí,Entire rental unit,Entire home/apt,6,2 baths,3.0,5.0,7,103
0.0,Gràcia,Private room in rental unit,Private room,2,1 shared bath,1.0,1.0,16,42
1.0,Horta-Guinardó,Private room in rental unit,Private room,2,1 shared bath,1.0,1.0,99,26
0.0,Gràcia,Entire rental unit,Entire home/apt,4,1 bath,2.0,2.0,17,80
0.0,Eixample,Private room in rental unit,Private room,2,1 private bath,1.0,1.0,5,46
0.0,Ciutat Vella,Entire rental unit,Entire home/apt,4,1 bath,2.0,2.0,5,85
0.0,Sarrià-Sant Gervasi,Entire villa,Entire home/apt,6,3 baths,3.0,4.0,5,315
0.0,Sant Martí,Entire rental unit,Entire home/apt,4,2 baths,2.0,2.0,1,150
0.0,Eixample,Entire rental unit,Entire home/apt,5,2 baths,2.0,4.0,47,123
0.0,Ciutat Vella,Private room in rental unit,Private room,2,1 shared bath,1.0,2.0,6,39
1.0,Eixample,Entire serviced apartment,Entire home/apt,2,1 bath,1.0,1.0,2,168
0.0,Sant Martí,Private room in rental unit,Private room,1,1 shared bath,1.0,1.0,14,32
0.0,Sant Martí,Entire rental unit,Entire home/apt,4,1 bath,1.0,2.0,158,132
0.0,Eixample,Entire serviced apartment,Entire home/apt,6,2 baths,3.0,4.0,0,123
0.0,Ciutat Vella,Private room in rental unit,Private room,2,1 bath,2.0,2.0,0,85
0.0,Nou Barris,Private room in rental unit,Private room,1,1 shared bath,1.0,1.0,3,18
0.0,Sant Martí,Private room in rental unit,Private room,2,2 shared baths,1.0,1.0,31,29
0.0,Sant Martí,Private room in rental unit,Private room,2,1 shared bath,1.0,1.0,0,90
0.0,Eixample,Private room in rental unit,Private room,2,2 shared baths,1.0,1.0,11,29
0.0,Eixample,Private room in rental unit,Private room,4,1 shared bath,1.0,3.0,0,400
1.0,Sant Martí,Entire rental unit,Entire home/apt,4,1 bath,1.0,1.0,187,105
0.0,Eixample,Entire rental unit,Entire home/apt,4,3 baths,2.0,2.0,0,103
0.0,Les Corts,Entire rental unit,Entire home/apt,8,2 baths,4.0,7.0,30,189
0.0,Sarrià-Sant Gervasi,Private room in casa particular,Private room,1,1 shared bath,1.0,1.0,0,75
0.0,Sants-Montjuïc,Entire rental unit,Entire home/apt,4,1 bath,3.0,5.0,61,194
0.0,Eixample,Entire rental unit,Entire home/apt,8,2 baths,3.0,6.0,29,309
0.0,Eixample,Private room in rental unit,Private room,3,3 shared baths,1.0,2.0,30,35
0.0,Eixample,Room in boutique hotel,Private room,1,1 private bath,1.0,1.0,0,142
0.0,Eixample,Private room in rental unit,Private room,1,1 bath,1.0,1.0,1,32
0.0,Eixample,Private room in rental unit,Private room,1,1 bath,1.0,1.0,0,43
1.0,Nou Barris,Entire loft,Entire home/apt,2,1 bath,1.0,1.0,11,45
0.0,Sant Martí,Shared room in hostel,Shared room,1,1 shared bath,1.0,5.0,0,21
0.0,Eixample,Private room in rental unit,Private room,1,1 shared bath,1.0,1.0,22,25
0.0,Ciutat Vella,Entire rental unit,Entire home/apt,2,1 bath,1.0,1.0,3,60
0.0,Eixample,Entire villa,Entire home/apt,6,2 baths,3.0,7.0,0,317
0.0,Ciutat Vella,Private room in condo,Private room,2,1 private bath,1.0,2.0,19,33
0.0,Sants-Montjuïc,Entire condo,Entire home/apt,4,1 bath,2.0,3.0,0,125
0.0,Eixample,Entire rental unit,Entire home/apt,6,1 bath,3.0,5.0,10,80
0.0,Sants-Montjuïc,Entire rental unit,Entire home/apt,3,1 bath,2.0,2.0,3,94
0.0,Eixample,Entire rental unit,Entire home/apt,4,1 bath,2.0,3.0,150,72
0.0,Les Corts,Private room in rental unit,Private room,1,1 shared bath,1.0,1.0,0,80
0.0,Ciutat Vella,Entire rental unit,Entire home/apt,3,1.5 baths,1.0,2.0,3,33
1.0,Sant Andreu,Private room in rental unit,Private room,2,1 shared bath,1.0,2.0,28,18
0.0,Sants-Montjuïc,Entire rental unit,Entire home/apt,4,1 bath,1.0,1.0,0,85
0.0,Eixample,Entire rental unit,Entire home/apt,2,1 bath,1.0,1.0,83,249
0.0,Eixample,Private room in rental unit,Private room,2,1 shared bath,1.0,1.0,0,40
0.0,Sants-Montjuïc,Entire rental unit,Entire home/apt,2,1 bath,1.0,1.0,2,48
0.0,Eixample,Private room in home,Private room,1,1 shared bath,1.0,1.0,1,30
0.0,Ciutat Vella,Entire rental unit,Entire home/apt,4,1 bath,2.0,3.0,0,69
1.0,Eixample,Entire rental unit,Entire home/apt,3,2 baths,2.0,2.0,125,114
1.0,Eixample,Entire rental unit,Entire home/apt,6,2 baths,3.0,3.0,28,199
1.0,Eixample,Entire serviced apartment,Entire home/apt,6,2 baths,2.0,4.0,326,145
0.0,Ciutat Vella,Entire guest suite,Entire home/apt,2,1 bath,1.0,2.0,60,74
0.0,Eixample,Private room in rental unit,Private room,1,1 shared bath,1.0,1.0,0,500
0.0,Sants-Montjuïc,Entire rental unit,Entire home/apt,2,1 bath,1.0,1.0,160,59
0.0,Nou Barris,Private room in rental unit,Private room,2,1 shared bath,1.0,1.0,8,100
0.0,Eixample,Entire condo,Entire home/apt,6,2 baths,3.0,4.0,40,206
0.0,Sants-Montjuïc,Private room in condo,Private room,1,2 shared baths,1.0,1.0,1,24
1.0,Ciutat Vella,Private room in rental unit,Private room,2,1 shared bath,1.0,1.0,259,70
1.0,Eixample,Private room in condo,Private room,1,1 shared bath,1.0,1.0,0,55
0.0,Ciutat Vella,Private room in rental unit,Private room,2,2 shared baths,1.0,1.0,44,65
1.0,Sants-Montjuïc,Private room in bed and breakfast,Private room,2,1 shared bath,1.0,1.0,28,39
0.0,Eixample,Entire rental unit,Entire home/apt,8,2 baths,3.0,6.0,10,112
0.0,Eixample,Private room in hostel,Private room,1,1 shared bath,1.0,1.0,0,54
0.0,Ciutat Vella,Private room in rental unit,Private room,2,1 private bath,1.0,1.0,48,70
1.0,Eixample,Entire rental unit,Entire home/apt,4,1.5 baths,1.0,1.0,117,214
0.0,Sants-Montjuïc,Entire rental unit,Entire home/apt,4,1 bath,3.0,3.0,18,64
0.0,Eixample,Entire rental unit,Entire home/apt,4,1 bath,1.0,1.0,13,91
0.0,Eixample,Entire rental unit,Entire home/apt,5,1 bath,3.0,3.0,11,87
0.0,Sarrià-Sant Gervasi,Entire serviced apartment,Entire home/apt,2,1 bath,2.0,3.0,57,116
0.0,Gràcia,Private room in rental unit,Private room,1,11 shared baths,1.0,1.0,0,29
1.0,Gràcia,Entire rental unit,Entire home/apt,3,1.5 baths,1.0,2.0,80,79
1.0,Sants-Montjuïc,Entire rental unit,Entire home/apt,4,2 baths,2.0,4.0,0,105
0.0,Eixample,Private room in rental unit,Private room,2,1 shared bath,1.0,1.0,9,88
0.0,Sant Martí,Private room in rental unit,Private room,2,2 baths,1.0,1.0,154,16
0.0,Ciutat Vella,Private room in rental unit,Private room,3,1 private bath,1.0,2.0,299,75
1.0,Ciutat Vella,Private room in rental unit,Private room,2,1.5 shared baths,1.0,1.0,34,130
0.0,Eixample,Entire rental unit,Entire home/apt,3,1 bath,2.0,2.0,0,78
1.0,Eixample,Entire serviced apartment,Entire home/apt,4,1 bath,1.0,2.0,171,126
0.0,Ciutat Vella,Private room in condo,Private room,1,1.5 shared baths,1.0,1.0,5,21
0.0,Sant Martí,Entire condo,Entire home/apt,4,1 bath,2.0,2.0,4,135
0.0,Ciutat Vella,Private room in casa particular,Private room,2,1 shared bath,1.0,2.0,1,44
0.0,Gràcia,Entire loft,Entire home/apt,2,1 bath,1.0,1.0,136,134
0.0,Horta-Guinardó,Private room in rental unit,Private room,2,1 bath,1.0,1.0,0,100
0.0,Ciutat Vella,Entire serviced apartment,Entire home/apt,4,2 baths,1.0,2.0,0,130
1.0,Sants-Montjuïc,Private room in rental unit,Private room,1,1 shared bath,1.0,1.0,83,20
0.0,Eixample,Entire rental unit,Entire home/apt,4,1 bath,1.0,2.0,64,66
0.0,Sants-Montjuïc,Private room in rental unit,Private room,1,1 shared bath,1.0,1.0,0,70
0.0,Sant Martí,Entire rental unit,Entire home/apt,3,2 baths,2.0,2.0,1,45
0.0,Sant Martí,Entire rental unit,Entire home/apt,3,1 bath,1.0,2.0,61,142
0.0,Gràcia,Private room in home,Private room,1,1 shared bath,1.0,1.0,3,8
0.0,Eixample,Private room in rental unit,Private room,4,1 private bath,1.0,4.0,0,32
0.0,Sant Martí,Room in hotel,Private room,2,1.5 baths,1.0,1.0,0,97
0.0,Eixample,Private room in rental unit,Private room,2,1 bath,1.0,1.0,1,45
0.0,Eixample,Room in hostel,Hotel room,1,1 shared bath,1.0,12.0,9,19
0.0,Ciutat Vella,Private room in rental unit,Private room,2,1 shared bath,1.0,1.0,0,45
0.0,Les Corts,Private room in home,Private room,1,2 baths,1.0,1.0,0,50
0.0,Ciutat Vella,Entire rental unit,Entire home/apt,3,1 bath,1.0,2.0,24,55
0.0,Eixample,Private room in rental unit,Private room,2,1 shared bath,1.0,1.0,7,45
0.0,Sants-Montjuïc,Entire rental unit,Entire home/apt,4,1 bath,1.0,3.0,0,95
0.0,Eixample,Entire rental unit,Entire home/apt,6,2 baths,2.0,3.0,48,113
0.0,Sant Martí,Entire rental unit,Entire home/apt,8,3 baths,4.0,4.0,66,100
0.0,Ciutat Vella,Entire rental unit,Entire home/apt,2,1 bath,1.0,2.0,24,65
0.0,Eixample,Entire rental unit,Entire home/apt,5,2 baths,3.0,3.0,0,292
0.0,Sants-Montjuïc,Private room in rental unit,Private room,2,1 shared bath,1.0,1.0,4,42
0.0,Eixample,Entire villa,Entire home/apt,7,2 baths,3.0,7.0,0,354
0.0,Sant Martí,Private room in rental unit,Private room,8,1.5 baths,4.0,4.0,1,182
0.0,Nou Barris,Private room in rental unit,Private room,2,1 bath,1.0,1.0,0,30
0.0,Ciutat Vella,Entire condo,Entire home/apt,4,1 bath,2.0,2.0,8,65
1.0,Nou Barris,Entire rental unit,Entire home/apt,2,1 bath,2.0,2.0,6,39
0.0,Ciutat Vella,Entire condo,Entire home/apt,3,1 bath,2.0,3.0,2,38
1.0,Gràcia,Private room in rental unit,Private room,2,1 private bath,1.0,1.0,171,40
0.0,Sant Andreu,Private room in condo,Private room,2,1.5 baths,1.0,2.0,0,40
0.0,Sants-Montjuïc,Entire loft,Entire home/apt,2,1 bath,1.0,2.0,1,90
0.0,Les Corts,Entire rental unit,Entire home/apt,4,1 bath,1.0,3.0,18,112
0.0,Eixample,Entire rental unit,Entire home/apt,6,1 bath,2.0,3.0,78,84
0.0,Ciutat Vella,Private room in rental unit,Private room,2,1.5 baths,1.0,1.0,10,47
0.0,Eixample,Entire rental unit,Entire home/apt,6,2 baths,3.0,5.0,0,120
0.0,Ciutat Vella,Private room in rental unit,Private room,2,1 shared bath,1.0,1.0,11,26
0.0,Ciutat Vella,Entire rental unit,Entire home/apt,6,2 baths,3.0,5.0,1,146
0.0,Sants-Montjuïc,Entire serviced apartment,Entire home/apt,4,2 baths,2.0,2.0,0,190
0.0,Ciutat Vella,Private room in rental unit,Private room,2,1 shared bath,1.0,1.0,3,60
0.0,Nou Barris,Entire rental unit,Entire home/apt,4,1 bath,3.0,3.0,6,80
0.0,Horta-Guinardó,Entire rental unit,Entire home/apt,5,1 bath,3.0,4.0,1,47
0.0,Sarrià-Sant Gervasi,Tent,Entire home/apt,4,0 baths,1.0,1.0,0,90
0.0,Eixample,Entire rental unit,Entire home/apt,6,1 bath,2.0,3.0,81,131
0.0,Eixample,Room in hotel,Private room,2,1 private bath,1.0,1.0,22,110
0.0,Ciutat Vella,Private room in rental unit,Private room,1,1.5 shared baths,1.0,1.0,12,25
0.0,Ciutat Vella,Private room in rental unit,Private room,2,2 baths,1.0,1.0,75,69
1.0,Sants-Montjuïc,Entire rental unit,Entire home/apt,4,1.5 baths,2.0,3.0,2,95
0.0,Eixample,Entire rental unit,Entire home/apt,6,1 bath,3.0,3.0,44,93
0.0,Ciutat Vella,Private room in rental unit,Private room,2,2 shared baths,1.0,1.0,10,54
0.0,Sants-Montjuïc,Entire rental unit,Entire home/apt,2,1 bath,1.0,1.0,4,42
1.0,Eixample,Entire rental unit,Entire home/apt,5,1 bath,2.0,3.0,395,136
1.0,Nou Barris,Private room in home,Private room,1,Shared half-bath,1.0,2.0,75,25
0.0,Eixample,Entire rental unit,Entire home/apt,4,2 baths,2.0,2.0,0,223
0.0,Sant Martí,Entire rental unit,Entire home/apt,5,2 baths,2.0,2.0,29,74
1.0,Sants-Montjuïc,Entire rental unit,Entire home/apt,4,1 bath,1.0,3.0,19,74
0.0,Eixample,Entire rental unit,Entire home/apt,4,1 bath,2.0,5.0,57,114
0.0,Sant Andreu,Private room in rental unit,Private room,1,1 shared bath,1.0,1.0,6,15
0.0,Gràcia,Private room in rental unit,Private room,2,1.5 shared baths,1.0,1.0,34,286
0.0,Gràcia,Private room in floor,Private room,2,1 private bath,1.0,1.0,0,35
1.0,Eixample,Entire rental unit,Entire home/apt,4,1 bath,2.0,3.0,100,163
0.0,Sants-Montjuïc,Entire guesthouse,Entire home/apt,2,1 bath,1.0,1.0,0,37
0.0,Eixample,Private room in bed and breakfast,Private room,3,1 private bath,1.0,3.0,14,118
0.0,Sants-Montjuïc,Entire rental unit,Entire home/apt,8,2 baths,3.0,7.0,15,308
0.0,Ciutat Vella,Entire rental unit,Entire home/apt,2,1 bath,1.0,1.0,1,40
0.0,Eixample,Entire condo,Entire home/apt,4,2 baths,2.0,3.0,133,175
0.0,Eixample,Entire rental unit,Entire home/apt,6,2 baths,4.0,4.0,60,172
0.0,Sants-Montjuïc,Entire condo,Entire home/apt,2,1 bath,1.0,1.0,0,35
0.0,Sants-Montjuïc,Private room in rental unit,Private room,2,3 baths,1.0,1.0,15,30
0.0,Sant Martí,Entire rental unit,Entire home/apt,4,2 baths,3.0,3.0,76,108
0.0,Eixample,Private room in condo,Private room,2,1 shared bath,1.0,1.0,33,39
0.0,Sant Martí,Entire rental unit,Entire home/apt,4,1 bath,2.0,4.0,138,94
0.0,Eixample,Entire rental unit,Entire home/apt,7,2 baths,3.0,8.0,24,129
0.0,Eixample,Entire rental unit,Entire home/apt,6,2 baths,3.0,6.0,75,254
0.0,Ciutat Vella,Entire rental unit,Entire home/apt,4,1 bath,1.0,1.0,3,49
0.0,Eixample,Private room in rental unit,Private room,1,1 shared bath,1.0,1.0,32,52
0.0,Ciutat Vella,Entire rental unit,Entire home/apt,2,1 bath,1.0,1.0,1,41
1.0,Ciutat Vella,Room in boutique hotel,Hotel room,2,1 private bath,1.0,1.0,17,222
0.0,Eixample,Private room in rental unit,Private room,2,1 private bath,1.0,1.0,15,40
0.0,Eixample,Private room in hostel,Private room,2,1 private bath,1.0,1.0,6,59
0.0,Sant Martí,Private room in rental unit,Private room,2,1 private bath,1.0,1.0,2,79
0.0,Sants-Montjuïc,Private room in loft,Private room,1,2 shared baths,1.0,1.0,15,18
1.0,Sant Martí,Private room in rental unit,Private room,5,1 shared bath,2.0,5.0,2,40
0.0,Eixample,Entire rental unit,Entire home/apt,4,1 bath,2.0,4.0,8,129
0.0,Eixample,Entire rental unit,Entire home/apt,3,2 baths,2.0,2.0,0,127
1.0,Sant Martí,Entire rental unit,Entire home/apt,4,2 baths,2.0,3.0,20,60
0.0,Eixample,Entire rental unit,Entire home/apt,4,2 baths,2.0,2.0,3,78
1.0,Eixample,Entire rental unit,Entire home/apt,4,1.5 baths,2.0,2.0,0,70
1.0,Ciutat Vella,Entire rental unit,Entire home/apt,2,1 bath,1.0,1.0,1,70
0.0,Sarrià-Sant Gervasi,Private room in rental unit,Private room,1,5 baths,1.0,1.0,0,24
0.0,Eixample,Entire rental unit,Entire home/apt,4,1 bath,1.0,2.0,32,75
0.0,Eixample,Entire condo,Entire home/apt,6,2 baths,2.0,4.0,0,350
0.0,Ciutat Vella,Entire rental unit,Entire home/apt,7,1 bath,3.0,7.0,40,129
0.0,Les Corts,Entire rental unit,Entire home/apt,3,1.5 baths,1.0,1.0,241,82
1.0,Eixample,Entire rental unit,Entire home/apt,6,2 baths,3.0,5.0,248,245
0.0,Eixample,Entire rental unit,Entire home/apt,5,1 bath,2.0,2.0,52,119
0.0,Eixample,Entire rental unit,Entire home/apt,4,1 bath,1.0,2.0,1,75
0.0,Eixample,Private room in rental unit,Private room,1,2 shared baths,1.0,1.0,7,18
0.0,Eixample,Room in hotel,Hotel room,1,1 private bath,1.0,1.0,1,133
0.0,Sants-Montjuïc,Private room in rental unit,Private room,3,1.5 baths,1.0,1.0,17,45
0.0,Ciutat Vella,Entire condo,Entire home/apt,2,1 bath,1.0,1.0,0,200
1.0,Eixample,Private room in rental unit,Private room,2,2 shared baths,1.0,1.0,17,84
0.0,Eixample,Entire condo,Entire home/apt,5,2 baths,3.0,3.0,84,113
1.0,Gràcia,Entire rental unit,Entire home/apt,3,1 bath,1.0,2.0,137,80
0.0,Eixample,Entire rental unit,Entire home/apt,4,2 baths,2.0,2.0,5,100
0.0,Eixample,Entire rental unit,Entire home/apt,4,1 bath,2.0,2.0,5,94
0.0,Gràcia,Entire rental unit,Entire home/apt,4,2 baths,2.0,3.0,1,111
0.0,Sants-Montjuïc,Private room in casa particular,Private room,2,1 private bath,1.0,1.0,11,80
0.0,Sants-Montjuïc,Private room in rental unit,Private room,2,1 shared bath,1.0,1.0,17,35
0.0,Sants-Montjuïc,Entire rental unit,Entire home/apt,8,2 baths,3.0,6.0,70,109
1.0,Eixample,Entire rental unit,Entire home/apt,4,1 bath,1.0,2.0,49,148
0.0,Eixample,Shared room in hostel,Shared room,1,0 shared baths,1.0,5.0,2,23
0.0,Eixample,Entire rental unit,Entire home/apt,5,1 bath,3.0,3.0,10,100
0.0,Eixample,Entire rental unit,Entire home/apt,2,2 baths,1.0,2.0,0,56
0.0,Eixample,Private room in hostel,Private room,8,1.5 shared baths,1.0,8.0,7,240
0.0,Eixample,Private room in rental unit,Private room,1,1 shared bath,1.0,1.0,0,18
0.0,Ciutat Vella,Entire rental unit,Entire home/apt,6,1.5 baths,3.0,8.0,135,102
0.0,Ciutat Vella,Entire guest suite,Entire home/apt,3,1 bath,1.0,2.0,8,91
0.0,Ciutat Vella,Entire rental unit,Entire home/apt,4,1 bath,2.0,3.0,0,86
1.0,Sant Andreu,Entire rental unit,Entire home/apt,5,1 bath,3.0,3.0,0,69
1.0,Eixample,Entire rental unit,Entire home/apt,4,2 baths,2.0,3.0,35,100
0.0,Eixample,Private room in rental unit,Private room,2,1.5 shared baths,1.0,2.0,24,48
0.0,Les Corts,Entire rental unit,Entire home/apt,4,1 bath,3.0,4.0,72,138
0.0,Sants-Montjuïc,Private room in rental unit,Private room,2,1.5 shared baths,1.0,2.0,13,75
1.0,Ciutat Vella,Entire condo,Entire home/apt,4,2 baths,1.0,1.0,1,144
0.0,Eixample,Entire rental unit,Entire home/apt,8,2 baths,4.0,6.0,28,240
1.0,Gràcia,Entire rental unit,Entire home/apt,2,1 bath,1.0,1.0,0,65
0.0,Gràcia,Entire rental unit,Entire home/apt,6,1.5 baths,3.0,5.0,55,118
0.0,Eixample,Private room in serviced apartment,Private room,1,3 shared baths,1.0,1.0,4,66
0.0,Sants-Montjuïc,Private room in rental unit,Private room,2,1 bath,1.0,1.0,0,85
1.0,Ciutat Vella,Entire rental unit,Entire home/apt,2,1 bath,1.0,1.0,3,60
0.0,Les Corts,Private room in rental unit,Private room,1,1 shared bath,1.0,1.0,23,33
0.0,Eixample,Entire rental unit,Entire home/apt,5,1 bath,3.0,4.0,3,79
1.0,Sarrià-Sant Gervasi,Entire condo,Entire home/apt,2,1 bath,1.0,3.0,0,85
0.0,Ciutat Vella,Entire rental unit,Entire home/apt,4,1 bath,2.0,2.0,5,52
0.0,Eixample,Entire rental unit,Entire home/apt,4,1 bath,2.0,2.0,2,94
0.0,Ciutat Vella,Private room in hostel,Private room,2,1 shared bath,1.0,2.0,213,51
0.0,Eixample,Private room in rental unit,Private room,2,1 shared bath,1.0,1.0,11,55
1.0,Eixample,Entire condo,Entire home/apt,5,1.5 baths,2.0,3.0,67,130
1.0,Sants-Montjuïc,Entire rental unit,Entire home/apt,4,1.5 baths,1.0,2.0,44,80
0.0,Ciutat Vella,Entire rental unit,Entire home/apt,6,2 baths,3.0,6.0,6,560
0.0,Eixample,Room in hotel,Private room,3,1 bath,1.0,2.0,35,112
1.0,Sant Martí,Entire rental unit,Entire home/apt,4,1 bath,3.0,2.0,2,83
0.0,Sarrià-Sant Gervasi,Private room in rental unit,Private room,1,1 shared bath,1.0,1.0,33,29
0.0,Eixample,Entire rental unit,Entire home/apt,6,1.5 baths,2.0,4.0,9,47
1.0,Eixample,Entire rental unit,Entire home/apt,4,2 baths,2.0,3.0,25,159
1.0,Eixample,Entire loft,Entire home/apt,2,1 bath,1.0,1.0,161,180
0.0,Ciutat Vella,Entire rental unit,Entire home/apt,4,1 bath,1.0,2.0,0,52
0.0,Les Corts,Entire rental unit,Entire home/apt,8,3 baths,3.0,5.0,10,162
0.0,Ciutat Vella,Private room in rental unit,Private room,1,3 shared baths,1.0,1.0,0,32
0.0,Eixample,Entire rental unit,Entire home/apt,4,1 bath,2.0,3.0,71,211
0.0,Eixample,Entire rental unit,Entire home/apt,4,1 bath,2.0,5.0,200,149
0.0,Ciutat Vella,Private room in rental unit,Private room,2,1 shared bath,1.0,1.0,14,40
0.0,Sarrià-Sant Gervasi,Entire rental unit,Entire home/apt,4,2 baths,2.0,2.0,12,128
0.0,Ciutat Vella,Entire serviced apartment,Entire home/apt,4,1 bath,1.0,2.0,17,78
0.0,Sants-Montjuïc,Entire rental unit,Entire home/apt,4,1 bath,2.0,5.0,1,500
0.0,Ciutat Vella,Entire serviced apartment,Entire home/apt,5,2 baths,3.0,4.0,52,120
0.0,Ciutat Vella,Entire rental unit,Entire home/apt,3,1 bath,2.0,2.0,0,65
0.0,Eixample,Private room in rental unit,Private room,2,2 baths,1.0,1.0,79,45
0.0,Eixample,Private room in rental unit,Private room,2,2 shared baths,1.0,1.0,10,37
0.0,Ciutat Vella,Private room in condo,Private room,2,1 shared bath,1.0,1.0,6,29
0.0,Sant Martí,Private room in rental unit,Private room,2,1.5 shared baths,1.0,1.0,33,71
0.0,Eixample,Private room in rental unit,Private room,2,2 shared baths,1.0,1.0,0,15
0.0,Ciutat Vella,Entire serviced apartment,Entire home/apt,4,2 baths,2.0,4.0,0,141
0.0,Eixample,Private room in rental unit,Private room,1,0 baths,1.0,1.0,0,15
1.0,Eixample,Room in boutique hotel,Private room,2,1 private bath,1.0,1.0,1,116
0.0,Eixample,Entire rental unit,Entire home/apt,5,1 bath,2.0,4.0,0,115
0.0,Sants-Montjuïc,Private room in home,Private room,1,1 shared bath,1.0,1.0,0,40
0.0,Eixample,Private room in rental unit,Private room,2,1 shared bath,1.0,1.0,55,46
0.0,Sants-Montjuïc,Private room in rental unit,Private room,2,1 shared bath,1.0,1.0,1,31
0.0,Eixample,Room in boutique hotel,Hotel room,2,1 bath,1.0,1.0,0,120
0.0,Ciutat Vella,Private room in hostel,Private room,2,1 private bath,1.0,1.0,14,63
0.0,Ciutat Vella,Entire rental unit,Entire home/apt,2,1 bath,1.0,1.0,4,57
0.0,Sants-Montjuïc,Entire rental unit,Entire home/apt,4,1 bath,2.0,3.0,3,157
0.0,Ciutat Vella,Private room in rental unit,Private room,4,2 shared baths,1.0,1.0,0,90
0.0,Gràcia,Shared room in rental unit,Shared room,1,1 shared bath,1.0,4.0,216,19
0.0,Eixample,Private room in rental unit,Private room,2,1 bath,1.0,1.0,8,40
0.0,Nou Barris,Entire rental unit,Entire home/apt,4,1 bath,2.0,2.0,63,75
1.0,Eixample,Entire rental unit,Entire home/apt,4,2 baths,2.0,3.0,3,320
1.0,Eixample,Entire rental unit,Entire home/apt,2,1 bath,1.0,1.0,149,132
0.0,Sant Martí,Entire rental unit,Entire home/apt,4,1 bath,3.0,1.0,0,60
0.0,Eixample,Private room in rental unit,Private room,2,1.5 shared baths,1.0,1.0,116,14
0.0,Ciutat Vella,Entire loft,Entire home/apt,2,1 bath,1.0,1.0,0,999
0.0,Eixample,Private room in rental unit,Private room,2,1.5 baths,1.0,1.0,20,43
1.0,Ciutat Vella,Entire condo,Entire home/apt,3,1 bath,1.0,1.0,38,158
0.0,Sant Martí,Private room in rental unit,Private room,2,1 shared bath,1.0,1.0,107,40
0.0,Ciutat Vella,Private room in rental unit,Private room,2,1 shared bath,1.0,1.0,0,38
0.0,Sants-Montjuïc,Entire rental unit,Entire home/apt,5,1 bath,2.0,3.0,251,105
0.0,Sants-Montjuïc,Entire rental unit,Entire home/apt,5,1 bath,3.0,3.0,45,63
0.0,Ciutat Vella,Private room in rental unit,Private room,2,1 shared bath,2.0,2.0,83,26
