host_is_superhost,neighbourhood_group_cleansed,property_type,room_type,accommodates,bathrooms_text,bedrooms,beds,number_of_reviews,price
f,Eixample,Entire rental unit,Entire home/apt,6,1 bath,3.0,4.0,7,$109.00
f,Sants-Montjuïc,Entire condo,Entire home/apt,4,1 bath,1.0,3.0,0,$95.00
f,Ciutat Vella,Private room in condo,Private room,1,1 shared bath,2.0,3.0,4,$20.00
t,Ciutat Vella,Entire rental unit,Entire home/apt,4,1 bath,3.0,4.0,159,$130.00
f,Les Corts,Entire rental unit,Entire home/apt,3,Half-bath,1.0,2.0,6,$87.00
f,Sant Martí,Entire rental unit,Entire home/apt,8,2 baths,3.0,6.0,24,$123.00
f,Ciutat Vella,Entire rental unit,Entire home/apt,5,1 bath,2.0,4.0,0,$103.00
f,Sant Martí,Private room in rental unit,Private room,1,1 shared bath,1.0,1.0,0,$15.00
t,Sarrià-Sant Gervasi,Private room in chalet,Private room,2,1 private bath,1.0,1.0,151,$63.00
f,Sants-Montjuïc,Private room in rental unit,Private room,2,1 bath,1.0,1.0,0,$50.00
f,Eixample,Entire rental unit,Entire home/apt,8,3 baths,3.0,8.0,0,$210.00
f,Eixample,Entire rental unit,Entire home/apt,4,2 baths,2.0,2.0,23,$43.00
f,Eixample,Entire rental unit,Entire home/apt,6,2 baths,3.0,6.0,35,$455.00
t,Gràcia,Entire rental unit,Entire home/apt,3,1 bath,1.0,2.0,34,$126.00
t,Ciutat Vella,Room in boutique hotel,Hotel room,2,1 bath,1.0,1.0,0,$175.00
f,Sant Martí,Entire rental unit,Entire home/apt,2,1 bath,1.0,1.0,1,$70.00
f,Gràcia,Entire rental unit,Entire home/apt,4,1 bath,3.0,3.0,0,$55.00
f,Eixample,Private room in hostel,Private room,4,1 private bath,1.0,4.0,11,$80.00
f,Eixample,Entire rental unit,Entire home/apt,6,2.5 baths,3.0,4.0,25,$119.00
f,Ciutat Vella,Entire rental unit,Entire home/apt,4,2 baths,2.0,2.0,0,$145.00
f,Eixample,Entire rental unit,Entire home/apt,4,1 bath,2.0,3.0,0,$200.00
t,Sants-Montjuïc,Entire rental unit,Entire home/apt,6,1 bath,2.0,3.0,117,$70.00
f,Ciutat Vella,Entire serviced apartment,Entire home/apt,8,2 baths,4.0,7.0,203,$404.00
f,Eixample,Entire rental unit,Entire home/apt,4,1 bath,2.0,3.0,214,$65.00
f,Ciutat Vella,Private room in rental unit,Private room,3,1 private bath,1.0,2.0,47,$49.00
f,Ciutat Vella,Entire rental unit,Entire home/apt,2,1 bath,1.0,1.0,0,$92.00
f,Eixample,Room in hotel,Private room,2,1 private bath,1.0,1.0,0,$174.00
f,Ciutat Vella,Room in hotel,Private room,2,1 private bath,1.0,1.0,0,"$1,490.00"
f,Eixample,Entire rental unit,Entire home/apt,7,2 baths,3.0,4.0,75,$107.00
f,Eixample,Entire rental unit,Entire home/apt,5,1 bath,2.0,3.0,18,$115.00
t,Sants-Montjuïc,Private room in rental unit,Private room,1,1 shared bath,1.0,1.0,13,$25.00
f,Eixample,Entire rental unit,Entire home/apt,6,1 bath,2.0,5.0,104,$127.00
f,Sarrià-Sant Gervasi,Private room in rental unit,Private room,2,1.5 shared baths,1.0,1.0,98,$20.00
t,Gràcia,Entire serviced apartment,Entire home/apt,6,2 baths,3.0,3.0,27,$163.00
t,Ciutat Vella,Entire rental unit,Entire home/apt,2,1 bath,1.0,1.0,12,$50.00
f,Sant Martí,Private room in rental unit,Private room,2,1 shared bath,1.0,1.0,16,$86.00
f,Eixample,Entire rental unit,Entire home/apt,8,2 baths,4.0,5.0,91,$163.00
f,Eixample,Entire rental unit,Entire home/apt,8,1.5 baths,3.0,7.0,82,$309.00
f,Eixample,Entire rental unit,Entire home/apt,2,1 bath,1.0,1.0,0,$55.00
t,Eixample,Entire rental unit,Entire home/apt,3,2 baths,2.0,2.0,6,$200.00
t,Eixample,Private room in rental unit,Private room,2,1 shared bath,1.0,1.0,29,$32.00
f,Sant Andreu,Private room in condo,Private room,2,1 shared bath,1.0,1.0,1,$30.00
f,Ciutat Vella,Private room in condo,Private room,1,1 private bath,1.0,1.0,17,$35.00
f,Eixample,Entire rental unit,Entire home/apt,6,2 baths,2.0,5.0,23,$104.00
t,Gràcia,Entire rental unit,Entire home/apt,4,1 bath,2.0,3.0,266,$90.00
f,Eixample,Entire rental unit,Entire home/apt,4,1 bath,2.0,3.0,117,$102.00
t,Eixample,Entire rental unit,Entire home/apt,4,1 bath,3.0,4.0,25,$151.00
f,Eixample,Entire rental unit,Entire home/apt,4,2 baths,2.0,3.0,27,$124.00
f,Eixample,Entire rental unit,Entire home/apt,7,2 baths,3.0,5.0,8,$132.00
f,Eixample,Private room in condo,Private room,1,1 shared bath,1.0,1.0,15,$45.00
t,Eixample,Entire rental unit,Entire home/apt,4,2 baths,2.0,3.0,8,$120.00
f,Eixample,Entire rental unit,Entire home/apt,6,2 baths,2.0,3.0,7,$172.00
f,Sants-Montjuïc,Entire condo,Entire home/apt,2,1 bath,1.0,1.0,1,$94.00
f,Sants-Montjuïc,Entire rental unit,Entire home/apt,4,1 bath,2.0,3.0,6,$104.00
f,Eixample,Private room in rental unit,Private room,1,11 shared baths,1.0,1.0,0,$32.00
f,Eixample,Private room in rental unit,Private room,2,1 bath,1.0,1.0,3,$30.00
f,Eixample,Private room in rental unit,Private room,1,1.5 shared baths,1.0,1.0,13,$60.00
f,Eixample,Entire serviced apartment,Entire home/apt,5,2 baths,4.0,5.0,2,$165.00
t,Eixample,Entire serviced apartment,Entire home/apt,3,1 bath,2.0,2.0,3,$77.00
f,Ciutat Vella,Entire rental unit,Entire home/apt,5,2 baths,3.0,5.0,4,$60.00
t,Sant Martí,Entire rental unit,Entire home/apt,3,1 bath,1.0,1.0,114,$144.00
f,Eixample,Room in boutique hotel,Private room,2,1 shared bath,1.0,,3,$123.00
f,Eixample,Private room in rental unit,Private room,2,1.5 shared baths,1.0,1.0,6,$46.00
t,Eixample,Entire rental unit,Entire home/apt,6,2 baths,2.0,3.0,408,$117.00
t,Gràcia,Private room in villa,Private room,1,1 shared bath,1.0,1.0,36,$52.00
f,Eixample,Private room in rental unit,Private room,2,1 shared bath,1.0,1.0,13,$38.00
f,Sants-Montjuïc,Private room in rental unit,Private room,2,1 bath,1.0,,0,$37.00
f,Les Corts,Private room in rental unit,Private room,1,1.5 baths,1.0,1.0,1,$21.00
f,Sarrià-Sant Gervasi,Entire rental unit,Entire home/apt,4,1 bath,1.0,2.0,48,$81.00
f,Eixample,Entire rental unit,Entire home/apt,4,1 bath,2.0,2.0,138,$139.00
f,Ciutat Vella,Entire rental unit,Entire home/apt,3,2 baths,2.0,2.0,11,$81.00
f,Gràcia,Private room in rental unit,Private room,2,1 bath,1.0,1.0,23,$61.00
t,Gràcia,Entire rental unit,Entire home/apt,4,2 baths,2.0,3.0,48,$206.00
f,Eixample,Private room in rental unit,Private room,1,1 bath,1.0,1.0,1,$51.00
t,Sant Martí,Entire rental unit,Entire home/apt,4,1 bath,3.0,3.0,2,$70.00
f,Gràcia,Room in hotel,Private room,1,1 bath,1.0,1.0,2,$65.00
t,Sants-Montjuïc,Entire loft,Entire home/apt,2,1.5 baths,1.0,1.0,6,$85.00
f,Ciutat Vella,Entire rental unit,Entire home/apt,4,3 baths,2.0,2.0,0,$200.00
t,Ciutat Vella,Private room in rental unit,Private room,2,1 private bath,1.0,1.0,105,$89.00
f,Sant Martí,Entire rental unit,Entire home/apt,3,1 bath,2.0,2.0,0,$83.00
f,Ciutat Vella,Entire rental unit,Entire home/apt,2,1 bath,1.0,1.0,10,$48.00
f,Sants-Montjuïc,Entire rental unit,Entire home/apt,6,1 bath,2.0,3.0,2,$403.00
f,Sant Martí,Entire rental unit,Entire home/apt,10,3 baths,5.0,9.0,55,$495.00
f,Eixample,Entire rental unit,Entire home/apt,10,3 baths,4.0,8.0,19,$124.00
f,Eixample,Private room in rental unit,Private room,2,1.5 shared baths,1.0,1.0,38,$43.00
f,Sant Martí,Entire rental unit,Entire home/apt,4,1 bath,3.0,3.0,82,$183.00
t,Eixample,Entire rental unit,Entire home/apt,5,2 baths,2.0,3.0,51,$124.00
t,Ciutat Vella,Private room in home,Private room,1,1 bath,,1.0,63,$35.00
t,Eixample,Entire rental unit,Entire home/apt,6,2 baths,2.0,3.0,3,$123.00
f,Eixample,Private room in rental unit,Private room,2,1 private bath,1.0,1.0,190,$52.00
f,Eixample,Private room in condo,Private room,1,2 shared baths,1.0,1.0,0,$24.00
t,Eixample,Room in boutique hotel,Private room,2,1 private bath,1.0,1.0,33,$104.00
f,Ciutat Vella,Private room in rental unit,Private room,2,1 bath,1.0,1.0,0,$66.00
f,Eixample,Entire rental unit,Entire home/apt,2,1 bath,1.0,1.0,2,$95.00
f,Ciutat Vella,Entire loft,Entire home/apt,3,1 bath,1.0,2.0,9,$39.00
t,Nou Barris,Private room in rental unit,Private room,2,1 shared bath,1.0,1.0,3,$30.00
t,Gràcia,Entire rental unit,Entire home/apt,6,2 baths,3.0,6.0,233,$180.00
f,Ciutat Vella,Entire rental unit,Entire home/apt,2,1 bath,1.0,1.0,0,$54.00
f,Ciutat Vella,Entire rental unit,Entire home/apt,4,1 bath,2.0,4.0,47,$108.00
t,Ciutat Vella,Private room in serviced apartment,Private room,2,1 shared bath,1.0,1.0,10,$34.00
f,Eixample,Private room in guest suite,Private room,1,1 private bath,1.0,1.0,1,$65.00
f,Sant Martí,Private room in rental unit,Private room,1,1 shared bath,1.0,1.0,5,$71.00
f,Eixample,Entire rental unit,Entire home/apt,5,2 baths,3.0,4.0,0,$151.00
t,Ciutat Vella,Private room in condo,Private room,1,1 shared bath,1.0,1.0,174,$32.00
f,Sant Martí,Entire rental unit,Entire home/apt,2,1.5 baths,2.0,2.0,1,$52.00
f,Eixample,Private room in rental unit,Private room,1,1 shared bath,1.0,1.0,0,$39.00
f,Ciutat Vella,Private room in hostel,Private room,2,0 shared baths,1.0,,123,$52.00
f,Eixample,Private room in rental unit,Private room,1,1 bath,1.0,1.0,1,$30.00
f,Eixample,Entire rental unit,Entire home/apt,8,2 baths,2.0,5.0,11,$155.00
f,Eixample,Private room in rental unit,Private room,3,1 private bath,1.0,3.0,0,$127.00
f,Eixample,Entire rental unit,Entire home/apt,6,1 bath,3.0,4.0,11,$104.00
t,Ciutat Vella,Private room in hostel,Private room,2,1 private bath,1.0,1.0,17,$74.00
f,Ciutat Vella,Private room in rental unit,Private room,2,1 shared bath,1.0,1.0,5,$35.00
f,Sants-Montjuïc,Private room in rental unit,Private room,1,2 baths,1.0,1.0,0,$25.00
f,Horta-Guinardó,Private room in rental unit,Private room,1,1 shared bath,1.0,1.0,126,$18.00
f,Eixample,Entire rental unit,Entire home/apt,6,2 baths,4.0,4.0,6,$134.00
f,Sants-Montjuïc,Entire rental unit,Entire home/apt,2,2 baths,1.0,1.0,0,$108.00
f,Eixample,Entire condo,Entire home/apt,2,1 bath,1.0,1.0,0,$95.00
f,Ciutat Vella,Private room in rental unit,Private room,2,1.5 shared baths,1.0,1.0,11,$42.00
f,Sants-Montjuïc,Private room in condo,Private room,3,1 shared bath,1.0,1.0,2,$19.00
f,Ciutat Vella,Entire rental unit,Entire home/apt,6,2 baths,2.0,4.0,77,$90.00
f,Sants-Montjuïc,Private room in rental unit,Private room,1,1 shared bath,1.0,1.0,78,$18.00
f,Gràcia,Private room in rental unit,Private room,2,1 shared bath,1.0,1.0,81,$35.00
f,Eixample,Private room in rental unit,Private room,2,2 shared baths,1.0,1.0,11,$24.00
t,Ciutat Vella,Entire serviced apartment,Entire home/apt,4,2 baths,2.0,3.0,12,$150.00
f,Ciutat Vella,Private room in hostel,Private room,2,1 private bath,1.0,1.0,4,$85.00
f,Sant Martí,Private room in serviced apartment,Private room,1,1 shared bath,1.0,1.0,2,$29.00
f,Ciutat Vella,Private room in rental unit,Private room,2,1 shared bath,1.0,1.0,0,$135.00
f,Eixample,Private room in rental unit,Private room,2,1.5 shared baths,1.0,1.0,1,$38.00
t,Eixample,Entire rental unit,Entire home/apt,5,3 baths,3.0,3.0,5,$83.00
f,Ciutat Vella,Entire serviced apartment,Entire home/apt,2,1 bath,1.0,1.0,5,$291.00
f,Gràcia,Entire rental unit,Entire home/apt,8,1 bath,3.0,4.0,27,$86.00
f,Ciutat Vella,Private room in rental unit,Private room,2,1 shared bath,1.0,1.0,47,$89.00
f,Ciutat Vella,Private room in rental unit,Private room,3,1 shared bath,1.0,2.0,1,$290.00
t,Eixample,Entire rental unit,Entire home/apt,6,2 baths,3.0,3.0,110,$203.00
f,Ciutat Vella,Private room in rental unit,Private room,2,1 shared bath,1.0,1.0,0,$135.00
f,Eixample,Entire rental unit,Entire home/apt,3,1 bath,2.0,2.0,0,$75.00
f,Sants-Montjuïc,Entire rental unit,Entire home/apt,4,1 bath,2.0,2.0,0,$60.00
f,Les Corts,Entire rental unit,Entire home/apt,3,1 bath,1.0,2.0,0,$65.00
f,Sants-Montjuïc,Entire rental unit,Entire home/apt,4,2 baths,4.0,4.0,1,$110.00
f,Sant Martí,Entire rental unit,Entire home/apt,2,1 bath,1.0,2.0,217,$90.00
f,Eixample,Entire rental unit,Entire home/apt,2,1 bath,1.0,1.0,0,$47.00
f,Eixample,Entire rental unit,Entire home/apt,3,1 bath,2.0,3.0,280,$107.00
f,Eixample,Entire serviced apartment,Entire home/apt,3,1 bath,1.0,1.0,341,$97.00
f,Sant Martí,Entire serviced apartment,Entire home/apt,8,2 baths,3.0,4.0,28,$134.00
f,Ciutat Vella,Entire rental unit,Entire home/apt,2,1 bath,1.0,1.0,2,$45.00
f,Eixample,Entire rental unit,Entire home/apt,6,1 bath,2.0,4.0,1,$112.00
f,Eixample,Entire condo,Entire home/apt,5,1 bath,2.0,3.0,23,$84.00
f,Ciutat Vella,Private room in rental unit,Private room,3,2 shared baths,1.0,2.0,0,$51.00
f,Sant Martí,Shared room in hostel,Shared room,1,0 shared baths,1.0,6.0,2,$19.00
f,Eixample,Entire rental unit,Entire home/apt,4,1 bath,2.0,2.0,312,$81.00
f,Sant Martí,Entire rental unit,Entire home/apt,4,1 bath,2.0,3.0,114,$99.00
t,Ciutat Vella,Private room in rental unit,Private room,1,1 private bath,1.0,1.0,1,$50.00
f,Horta-Guinardó,Entire loft,Entire home/apt,2,1 bath,,1.0,0,$58.00
f,Sants-Montjuïc,Entire condo,Entire home/apt,2,1 bath,,1.0,0,$500.00
f,Ciutat Vella,Entire rental unit,Entire home/apt,6,1.5 baths,3.0,4.0,264,$124.00
f,Sants-Montjuïc,Private room in rental unit,Private room,2,1 shared bath,1.0,1.0,0,$36.00
f,Gràcia,Private room in rental unit,Private room,1,1 shared bath,1.0,1.0,17,$31.00
f,Ciutat Vella,Entire rental unit,Entire home/apt,2,2 baths,1.0,1.0,0,$123.00
t,Ciutat Vella,Entire condo,Entire home/apt,3,1 bath,1.0,2.0,191,$122.00
f,Eixample,Entire rental unit,Entire home/apt,2,1 bath,1.0,1.0,4,$105.00
f,Eixample,Entire rental unit,Entire home/apt,6,2 baths,3.0,5.0,84,$266.00
f,Ciutat Vella,Room in hotel,Private room,4,1 private bath,1.0,1.0,1,$112.00
f,Les Corts,Private room in rental unit,Private room,1,Private half-bath,1.0,1.0,0,$56.00
f,Eixample,Entire rental unit,Entire home/apt,4,2 baths,2.0,2.0,56,$100.00
f,Eixample,Entire rental unit,Entire home/apt,6,1 bath,3.0,3.0,71,$104.00
f,Eixample,Entire rental unit,Entire home/apt,8,2 baths,3.0,6.0,35,$203.00
f,Eixample,Entire rental unit,Entire home/apt,4,1 bath,1.0,2.0,9,$161.00
t,Sant Martí,Private room in rental unit,Private room,1,2 baths,1.0,2.0,101,$60.00
f,Eixample,Entire rental unit,Entire home/apt,4,1 bath,1.0,3.0,8,$57.00
f,Gràcia,Entire rental unit,Entire home/apt,6,2 baths,4.0,4.0,1,$155.00
f,Sarrià-Sant Gervasi,Room in serviced apartment,Hotel room,2,1 bath,1.0,2.0,21,$74.00
f,Sarrià-Sant Gervasi,Private room in home,Private room,1,1.5 baths,1.0,1.0,134,$30.00
f,Sant Martí,Entire rental unit,Entire home/apt,5,2 baths,3.0,4.0,19,$89.00
f,Ciutat Vella,Entire serviced apartment,Entire home/apt,4,2 baths,2.0,3.0,3,$98.00
t,Ciutat Vella,Private room in rental unit,Private room,2,3 shared baths,1.0,1.0,122,$64.00
f,Eixample,Entire rental unit,Entire home/apt,8,2 baths,3.0,6.0,29,$203.00
f,Eixample,Entire rental unit,Entire home/apt,5,2 baths,3.0,4.0,0,$112.00
f,Gràcia,Entire rental unit,Entire home/apt,2,1 bath,1.0,1.0,164,$58.00
f,Ciutat Vella,Private room in rental unit,Private room,1,2 shared baths,1.0,1.0,0,$20.00
f,Ciutat Vella,Room in boutique hotel,Private room,2,1 shared bath,1.0,,2,$198.00
f,Sants-Montjuïc,Room in hotel,Private room,2,1 private bath,,1.0,16,$122.00
f,Sant Martí,Entire rental unit,Entire home/apt,4,1 bath,1.0,2.0,0,"$1,189.00"
t,Nou Barris,Entire rental unit,Entire home/apt,4,1 bath,2.0,3.0,11,$78.00
f,Gràcia,Private room in rental unit,Private room,1,3.5 shared baths,1.0,1.0,0,$20.00
f,Sarrià-Sant Gervasi,Entire rental unit,Entire home/apt,4,1 bath,1.0,2.0,34,$215.00
t,Eixample,Entire rental unit,Entire home/apt,16,2.5 baths,6.0,13.0,200,$402.00
f,Eixample,Private room in rental unit,Private room,1,1 shared bath,1.0,1.0,33,$30.00
f,Ciutat Vella,Entire rental unit,Entire home/apt,2,1 bath,1.0,1.0,10,$66.00
f,Sant Martí,Entire rental unit,Entire home/apt,4,1 bath,2.0,4.0,2,$200.00
f,Eixample,Entire rental unit,Entire home/apt,4,1 bath,1.0,1.0,24,$75.00
f,Sant Andreu,Entire rental unit,Entire home/apt,4,1 bath,2.0,2.0,1,$86.00
f,Eixample,Entire rental unit,Entire home/apt,5,2 baths,2.0,4.0,35,$210.00
f,Gràcia,Entire rental unit,Entire home/apt,6,1 bath,2.0,4.0,7,$45.00
f,Eixample,Entire condo,Entire home/apt,5,1 bath,1.0,3.0,0,$77.00
f,Sant Martí,Entire rental unit,Entire home/apt,6,1 bath,2.0,4.0,6,$166.00
f,Ciutat Vella,Entire condo,Entire home/apt,4,1 bath,2.0,3.0,6,$102.00
f,Sants-Montjuïc,Private room in rental unit,Private room,1,2 shared baths,1.0,1.0,15,$20.00
t,Ciutat Vella,Entire rental unit,Entire home/apt,3,1 bath,2.0,3.0,8,$50.00
f,Eixample,Entire rental unit,Entire home/apt,6,2 baths,3.0,3.0,127,$129.00
f,Ciutat Vella,Private room in rental unit,Private room,2,1 shared bath,2.0,2.0,52,$36.00
t,Gràcia,Entire rental unit,Entire home/apt,4,1 bath,2.0,3.0,56,$188.00
f,Ciutat Vella,Entire serviced apartment,Entire home/apt,4,2 baths,2.0,4.0,2,$115.00
f,Eixample,Room in hotel,Private room,4,1 private bath,,1.0,1,$156.00
f,Eixample,Entire rental unit,Entire home/apt,4,2 baths,2.0,2.0,11,$86.00
f,Eixample,Entire rental unit,Entire home/apt,4,2 baths,2.0,2.0,0,$196.00
f,Eixample,Entire rental unit,Entire home/apt,5,1.5 baths,3.0,5.0,18,$319.00
f,Sants-Montjuïc,Entire rental unit,Entire home/apt,4,1 bath,2.0,2.0,1,$80.00
t,Gràcia,Entire rental unit,Entire home/apt,6,2 baths,3.0,4.0,129,$80.00
f,Eixample,Private room in rental unit,Private room,1,1.5 shared baths,1.0,1.0,0,$20.00
f,Eixample,Entire rental unit,Entire home/apt,4,1 bath,2.0,2.0,64,$86.00
f,Ciutat Vella,Entire rental unit,Entire home/apt,8,2 baths,3.0,5.0,45,$120.00
f,Sant Martí,Entire rental unit,Entire home/apt,5,1 bath,3.0,5.0,87,$85.00
f,Sants-Montjuïc,Entire rental unit,Entire home/apt,4,1.5 baths,2.0,2.0,0,$72.00
f,Sarrià-Sant Gervasi,Entire rental unit,Entire home/apt,4,2 baths,2.0,2.0,1,$142.00
f,Horta-Guinardó,Private room in home,Private room,3,1.5 baths,1.0,1.0,10,$50.00
f,Ciutat Vella,Entire guest suite,Entire home/apt,3,1 bath,1.0,2.0,7,$91.00
f,Eixample,Entire rental unit,Entire home/apt,6,2 baths,4.0,8.0,61,$369.00
f,Eixample,Private room in home,Private room,2,1 shared bath,1.0,1.0,2,$46.00
t,Sants-Montjuïc,Private room in rental unit,Private room,2,1 shared bath,1.0,1.0,13,$72.00
f,Gràcia,Entire serviced apartment,Entire home/apt,4,1 bath,2.0,2.0,128,$152.00
f,Ciutat Vella,Entire serviced apartment,Entire home/apt,2,1 bath,,2.0,53,$83.00
f,Ciutat Vella,Private room in rental unit,Private room,2,1 shared bath,1.0,,53,$58.00
f,Eixample,Shared room in hostel,Shared room,1,1 shared bath,1.0,4.0,0,$26.00
f,Ciutat Vella,Entire rental unit,Entire home/apt,4,1 bath,2.0,2.0,10,$102.00
f,Sants-Montjuïc,Entire rental unit,Entire home/apt,4,2 baths,4.0,4.0,2,$90.00
t,Eixample,Private room in rental unit,Private room,1,1.5 baths,1.0,1.0,14,$41.00
f,Les Corts,Entire rental unit,Entire home/apt,4,1 bath,1.0,2.0,1,$89.00
f,Eixample,Entire serviced apartment,Entire home/apt,4,1 bath,2.0,3.0,312,$109.00
f,Ciutat Vella,Entire serviced apartment,Entire home/apt,5,1 bath,2.0,4.0,8,$255.00
f,Sants-Montjuïc,Entire rental unit,Entire home/apt,4,2 baths,2.0,3.0,0,$112.00
f,Sant Martí,Entire rental unit,Entire home/apt,4,1 bath,2.0,2.0,92,$92.00
f,Gràcia,Private room in rental unit,Private room,2,1 bath,1.0,1.0,1,$71.00
f,Sant Martí,Entire rental unit,Entire home/apt,4,1 bath,2.0,2.0,10,$15.00
f,Ciutat Vella,Private room in rental unit,Private room,1,1 shared bath,1.0,1.0,2,$23.00
f,Eixample,Entire rental unit,Entire home/apt,6,1 bath,2.0,3.0,90,$173.00
f,Eixample,Private room in rental unit,Private room,2,1 shared bath,1.0,1.0,0,$63.00
f,Eixample,Entire rental unit,Entire home/apt,2,1 bath,1.0,1.0,2,$42.00
f,Sants-Montjuïc,Private room in rental unit,Private room,2,1 bath,1.0,1.0,4,$17.00
f,Sant Martí,Private room in rental unit,Private room,1,2 shared baths,1.0,1.0,0,$20.00
t,Eixample,Room in hotel,Private room,3,1 shared bath,1.0,2.0,1,$144.00
f,Eixample,Entire rental unit,Entire home/apt,4,1 bath,2.0,4.0,18,$104.00
f,Sarrià-Sant Gervasi,Entire rental unit,Entire home/apt,2,1 bath,1.0,1.0,1,$92.00
f,Gràcia,Private room in rental unit,Private room,2,1 shared bath,1.0,1.0,14,$95.00
t,Sant Martí,Entire rental unit,Entire home/apt,5,1 bath,2.0,4.0,121,$163.00
f,Les Corts,Entire rental unit,Entire home/apt,5,1 bath,2.0,4.0,5,$105.00
t,Sant Martí,Entire condo,Entire home/apt,2,1 bath,2.0,3.0,0,$56.00
t,Ciutat Vella,Private room in rental unit,Private room,1,1 bath,1.0,1.0,34,$39.00
f,Eixample,Entire rental unit,Entire home/apt,8,2 baths,3.0,6.0,63,$235.00
f,Ciutat Vella,Private room in rental unit,Private room,4,1 shared bath,1.0,3.0,14,$31.00
f,Sant Martí,Private room in rental unit,Private room,2,1 shared bath,1.0,1.0,88,$47.00
f,Ciutat Vella,Entire rental unit,Entire home/apt,4,2 baths,4.0,1.0,0,$123.00
f,Sant Martí,Entire serviced apartment,Entire home/apt,3,1 bath,2.0,3.0,157,$82.00
t,Sants-Montjuïc,Entire rental unit,Entire home/apt,4,1 bath,1.0,2.0,153,$72.00
t,Eixample,Entire rental unit,Entire home/apt,5,1 bath,3.0,4.0,88,$92.00
f,Eixample,Entire rental unit,Entire home/apt,7,3 baths,3.0,6.0,4,$126.00
f,Eixample,Private room in rental unit,Private room,2,1 bath,1.0,1.0,2,$20.00
f,Ciutat Vella,Private room in rental unit,Private room,2,1 private bath,1.0,1.0,69,$41.00
f,Sant Martí,Private room in rental unit,Private room,2,1 shared bath,1.0,1.0,1,$25.00
t,Eixample,Entire loft,Entire home/apt,3,1 bath,1.0,1.0,188,$89.00
f,Ciutat Vella,Entire condo,Entire home/apt,2,1 bath,,1.0,3,$39.00
f,Les Corts,Private room in bed and breakfast,Private room,2,1 private bath,1.0,2.0,0,$100.00
f,Gràcia,Private room in condo,Private room,1,2 shared baths,1.0,1.0,23,$79.00
f,Nou Barris,Private room in bed and breakfast,Private room,2,1 shared bath,1.0,1.0,12,$37.00
f,Les Corts,Room in hotel,Private room,2,1 shared bath,,1.0,1,$114.00
f,Sants-Montjuïc,Entire rental unit,Entire home/apt,6,1 bath,3.0,4.0,1,$44.00
t,Ciutat Vella,Entire rental unit,Entire home/apt,4,1 bath,2.0,2.0,0,$150.00
f,Sant Martí,Entire condo,Entire home/apt,6,1.5 baths,3.0,5.0,10,$156.00
f,Ciutat Vella,Entire rental unit,Entire home/apt,2,1 bath,,1.0,0,$43.00
f,Sants-Montjuïc,Private room in condo,Private room,1,1.5 shared baths,1.0,1.0,9,$21.00
f,Ciutat Vella,Entire condo,Entire home/apt,4,1 bath,1.0,2.0,13,$99.00
t,Eixample,Entire rental unit,Entire home/apt,5,1 bath,2.0,4.0,161,$137.00
t,Sants-Montjuïc,Private room in rental unit,Private room,2,1 shared bath,,1.0,90,$33.00
f,Ciutat Vella,Private room in home,Private room,2,1 shared bath,1.0,1.0,0,$110.00
f,Eixample,Entire rental unit,Entire home/apt,8,2 baths,3.0,3.0,124,$84.00
f,Eixample,Entire rental unit,Entire home/apt,16,2 baths,8.0,12.0,29,$793.00
f,Sant Martí,Private room in rental unit,Private room,2,2.5 baths,1.0,1.0,83,$43.00
f,Eixample,Private room in rental unit,Private room,1,1.5 shared baths,,1.0,0,$80.00
f,Ciutat Vella,Entire rental unit,Entire home/apt,2,1 bath,1.0,1.0,13,$50.00
f,Eixample,Entire rental unit,Entire home/apt,11,3 baths,4.0,8.0,72,$167.00
f,Eixample,Private room in rental unit,Private room,2,0 shared baths,1.0,1.0,0,$45.00
f,Eixample,Private room in rental unit,Private room,1,2 shared baths,1.0,1.0,1,$25.00
f,Gràcia,Entire rental unit,Entire home/apt,4,1.5 baths,3.0,4.0,0,$55.00
f,Ciutat Vella,Entire rental unit,Entire home/apt,7,2.5 baths,3.0,3.0,1,$500.00
f,Ciutat Vella,Room in hotel,Private room,2,1 private bath,1.0,1.0,4,$119.00
f,Eixample,Entire rental unit,Entire home/apt,4,1 bath,2.0,2.0,96,$77.00
f,Gràcia,Entire rental unit,Entire home/apt,4,1 bath,2.0,3.0,149,$128.00
f,Gràcia,Private room in home,Private room,2,1 private bath,1.0,2.0,0,$29.00
f,Eixample,Entire rental unit,Entire home/apt,5,1 bath,3.0,3.0,2,$142.00
f,Eixample,Private room in rental unit,Private room,2,2 shared baths,1.0,1.0,20,$26.00
f,Ciutat Vella,Private room in rental unit,Private room,2,1 shared bath,1.0,2.0,65,$25.00
f,Eixample,Entire rental unit,Entire home/apt,8,2 baths,3.0,5.0,10,$350.00
f,Eixample,Entire rental unit,Entire home/apt,6,1 bath,2.0,4.0,28,$233.00
f,Ciutat Vella,Entire rental unit,Entire home/apt,2,1 bath,,2.0,17,$80.00
t,Ciutat Vella,Private room in condo,Private room,1,1 shared bath,1.0,,4,$20.00
f,Gràcia,Entire townhouse,Entire home/apt,8,2.5 baths,4.0,4.0,0,$799.00
f,Eixample,Private room in rental unit,Private room,1,1 private bath,1.0,1.0,0,$42.00
f,Gràcia,Room in boutique hotel,Private room,1,1 private bath,1.0,1.0,145,$55.00
f,Sants-Montjuïc,Private room in rental unit,Private room,2,1.5 baths,1.0,1.0,2,$50.00
