host_is_superhost,neighbourhood_group_cleansed,property_type,room_type,accommodates,bathrooms_text,bedrooms,beds,number_of_reviews,price
f,Sants-Montjuïc,Room in hotel,Private room,6,1 private bath,,1.0,0,$379.00
t,Eixample,Entire rental unit,Entire home/apt,6,1 bath,2.0,2.0,89,$70.00
f,Nou Barris,Private room in home,Private room,6,2 baths,3.0,3.0,27,$262.00
f,Gràcia,Entire rental unit,Entire home/apt,4,1 bath,3.0,4.0,40,$111.00
f,Gràcia,Private room in rental unit,Private room,1,1 bath,1.0,1.0,0,$19.00
f,Ciutat Vella,Private room in rental unit,Private room,2,1 shared bath,1.0,2.0,36,$93.00
f,Sants-Montjuïc,Entire rental unit,Entire home/apt,4,1 bath,1.0,2.0,90,$81.00
f,Eixample,Private room in rental unit,Private room,1,1 shared bath,1.0,1.0,0,$48.00
f,Gràcia,Entire rental unit,Entire home/apt,3,1 bath,1.0,1.0,0,$104.00
f,Ciutat Vella,Private room in rental unit,Private room,2,1 shared bath,1.0,1.0,0,$85.00
f,Sants-Montjuïc,Private room in rental unit,Private room,1,2 shared baths,1.0,1.0,0,$50.00
f,Gràcia,Private room in rental unit,Private room,2,1 shared bath,1.0,1.0,1,$60.00
f,Eixample,Private room in rental unit,Private room,1,1 private bath,1.0,1.0,19,$49.00
f,Ciutat Vella,Entire rental unit,Entire home/apt,2,1 bath,1.0,1.0,1,$55.00
f,Sant Martí,Entire rental unit,Entire home/apt,5,1 bath,2.0,2.0,147,$138.00
t,Eixample,Entire rental unit,Entire home/apt,4,1 bath,2.0,2.0,19,$55.00
f,Eixample,Private room in rental unit,Private room,2,1 shared bath,1.0,1.0,0,$39.00
t,Eixample,Entire rental unit,Entire home/apt,4,2 baths,3.0,4.0,71,$164.00
f,Ciutat Vella,Room in hotel,Private room,2,1 private bath,1.0,1.0,6,$76.00
f,Eixample,Entire rental unit,Entire home/apt,3,1 bath,2.0,2.0,0,$101.00
f,Sarrià-Sant Gervasi,Entire rental unit,Entire home/apt,5,1 bath,3.0,3.0,18,$128.00
f,Sant Martí,Entire rental unit,Entire home/apt,6,2 baths,4.0,5.0,0,$49.00
t,Sarrià-Sant Gervasi,Shared room in villa,Shared room,1,1 shared bath,1.0,6.0,3,$20.00
f,Eixample,Entire condo,Entire home/apt,3,2 baths,2.0,2.0,0,$63.00
f,Sants-Montjuïc,Private room in rental unit,Private room,2,1 shared bath,1.0,1.0,6,$35.00
f,Les Corts,Private room in rental unit,Private room,2,1 shared bath,1.0,1.0,1,$20.00
f,Gràcia,Entire rental unit,Entire home/apt,5,2 baths,3.0,3.0,1,$141.00
f,Eixample,Entire rental unit,Entire home/apt,8,2 baths,5.0,7.0,50,$205.00
f,Eixample,Room in hotel,Private room,2,1 private bath,1.0,1.0,0,"$1,490.00"
f,Ciutat Vella,Entire rental unit,Entire home/apt,6,1.5 baths,3.0,4.0,1,$85.00
f,Eixample,Entire rental unit,Entire home/apt,1,1 bath,1.0,1.0,2,$70.00
f,Gràcia,Room in hotel,Private room,1,1 private bath,1.0,1.0,0,$85.00
t,Sant Martí,Private room in rental unit,Private room,3,1 shared bath,1.0,3.0,8,$40.00
t,Eixample,Entire rental unit,Entire home/apt,4,2 baths,1.0,2.0,165,$88.00
f,Eixample,Entire rental unit,Entire home/apt,4,2 baths,2.0,2.0,4,$97.00
f,Sarrià-Sant Gervasi,Entire rental unit,Entire home/apt,4,2 baths,2.0,2.0,2,$115.00
f,Eixample,Private room in rental unit,Private room,2,1.5 shared baths,1.0,1.0,5,$37.00
f,Eixample,Entire rental unit,Entire home/apt,4,1 bath,1.0,2.0,216,$84.00
f,Horta-Guinardó,Entire rental unit,Entire home/apt,4,1 bath,1.0,2.0,59,$180.00
t,Gràcia,Entire serviced apartment,Entire home/apt,4,1 bath,2.0,3.0,4,$291.00
f,Gràcia,Private room in rental unit,Private room,1,1 shared bath,1.0,1.0,0,$30.00
t,Eixample,Entire rental unit,Entire home/apt,14,3 baths,5.0,7.0,293,$160.00
f,Sants-Montjuïc,Entire rental unit,Entire home/apt,4,1 bath,2.0,3.0,22,$146.00
f,Sants-Montjuïc,Private room in rental unit,Private room,2,1 shared bath,1.0,1.0,63,$52.00
t,Ciutat Vella,Entire loft,Entire home/apt,3,1 bath,1.0,2.0,162,$119.00
f,Sarrià-Sant Gervasi,Room in hotel,Private room,2,1 bath,1.0,1.0,15,$72.00
f,Eixample,Private room in rental unit,Private room,2,1 shared bath,1.0,1.0,21,$35.00
f,Sants-Montjuïc,Entire rental unit,Entire home/apt,4,1 bath,2.0,2.0,230,$90.00
t,Eixample,Entire rental unit,Entire home/apt,4,1 bath,2.0,3.0,258,$115.00
f,Ciutat Vella,Entire rental unit,Entire home/apt,6,3 baths,3.0,3.0,6,$102.00
f,Ciutat Vella,Private room in rental unit,Private room,2,1 bath,1.0,1.0,31,$35.00
f,Gràcia,Shared room in hostel,Shared room,1,0 shared baths,1.0,3.0,5,$20.00
f,Ciutat Vella,Private room in rental unit,Private room,2,2 baths,1.0,1.0,7,$35.00
f,Gràcia,Entire rental unit,Entire home/apt,9,2 baths,3.0,5.0,19,$97.00
f,Eixample,Entire rental unit,Entire home/apt,4,1 bath,1.0,2.0,1,$101.00
f,Eixample,Entire rental unit,Entire home/apt,2,1 bath,1.0,1.0,4,$105.00
t,Gràcia,Entire serviced apartment,Entire home/apt,4,2 baths,1.0,1.0,12,$343.00
f,Sarrià-Sant Gervasi,Entire rental unit,Entire home/apt,6,2 baths,3.0,4.0,60,$147.00
f,Sant Martí,Entire rental unit,Entire home/apt,4,1 bath,2.0,3.0,42,$128.00
f,Nou Barris,Private room in rental unit,Private room,1,1 shared bath,1.0,1.0,34,$30.00
f,Ciutat Vella,Private room in rental unit,Private room,2,1 shared bath,1.0,1.0,0,$89.00
f,Eixample,Entire rental unit,Entire home/apt,4,1 bath,1.0,2.0,10,$161.00
f,Ciutat Vella,Entire rental unit,Entire home/apt,4,1 bath,2.0,2.0,2,$50.00
f,Eixample,Entire rental unit,Entire home/apt,3,1 bath,2.0,2.0,0,$103.00
f,Eixample,Entire rental unit,Entire home/apt,5,2 baths,3.0,4.0,171,$165.00
f,Nou Barris,Entire serviced apartment,Entire home/apt,4,1 bath,2.0,2.0,24,$76.00
f,Sant Martí,Entire serviced apartment,Entire home/apt,4,1 bath,1.0,1.0,332,$88.00
t,Eixample,Entire serviced apartment,Entire home/apt,3,1 bath,2.0,2.0,4,$73.00
f,Ciutat Vella,Entire serviced apartment,Entire home/apt,4,1 bath,1.0,2.0,1,$176.00
f,Sant Martí,Private room in rental unit,Private room,2,1 shared bath,1.0,1.0,28,$35.00
t,Ciutat Vella,Private room in rental unit,Private room,2,1 shared bath,1.0,1.0,125,$61.00
t,Eixample,Entire rental unit,Entire home/apt,6,2 baths,3.0,3.0,54,$116.00
f,Sarrià-Sant Gervasi,Entire rental unit,Entire home/apt,6,2 baths,3.0,5.0,3,$99.00
f,Sant Martí,Private room in rental unit,Private room,2,1 shared bath,2.0,1.0,31,$55.00
f,Ciutat Vella,Entire rental unit,Entire home/apt,3,1 bath,2.0,2.0,0,$70.00
t,Sarrià-Sant Gervasi,Entire rental unit,Entire home/apt,4,1.5 baths,2.0,2.0,2,$45.00
f,Gràcia,Entire rental unit,Entire home/apt,5,1.5 baths,3.0,4.0,62,$74.00
f,Gràcia,Entire serviced apartment,Entire home/apt,4,1 bath,2.0,3.0,13,$793.00
f,Eixample,Entire rental unit,Entire home/apt,8,1.5 baths,3.0,6.0,34,$72.00
f,Eixample,Private room in hostel,Private room,16,6 baths,6.0,19.0,34,$496.00
t,Eixample,Entire serviced apartment,Entire home/apt,6,3 baths,3.0,5.0,261,$174.00
f,Ciutat Vella,Entire rental unit,Entire home/apt,6,2 baths,3.0,5.0,0,$66.00
f,Les Corts,Private room in vacation home,Private room,1,1 shared bath,1.0,1.0,1,$120.00
f,Sant Martí,Private room in rental unit,Private room,1,1 shared bath,1.0,1.0,22,$16.00
f,Eixample,Entire rental unit,Entire home/apt,5,1 bath,3.0,4.0,1,$85.00
f,Sants-Montjuïc,Entire rental unit,Entire home/apt,2,1 bath,1.0,1.0,60,$43.00
f,Gràcia,Entire rental unit,Entire home/apt,5,1 bath,2.0,4.0,0,$95.00
f,Eixample,Private room in rental unit,Private room,1,1 shared bath,1.0,1.0,10,$35.00
f,Eixample,Entire rental unit,Entire home/apt,2,1 bath,1.0,1.0,0,$142.00
f,Sant Martí,Private room in guest suite,Private room,2,1 private bath,1.0,1.0,0,$35.00
f,Eixample,Entire loft,Entire home/apt,2,1 bath,1.0,1.0,0,$46.00
f,Sarrià-Sant Gervasi,Entire rental unit,Entire home/apt,10,2.5 baths,4.0,7.0,117,$216.00
f,Eixample,Entire rental unit,Entire home/apt,6,2 baths,2.0,3.0,25,$71.00
f,Eixample,Private room in hostel,Private room,8,0 shared baths,1.0,4.0,4,$180.00
f,Gràcia,Entire rental unit,Entire home/apt,4,1 bath,2.0,2.0,32,$109.00
f,Sant Martí,Private room in rental unit,Private room,1,1 shared bath,1.0,2.0,402,$25.00
f,Sant Martí,Entire rental unit,Entire home/apt,8,2 baths,3.0,7.0,42,"$1,000.00"
f,Ciutat Vella,Entire rental unit,Entire home/apt,2,1 bath,1.0,3.0,63,$88.00
f,Horta-Guinardó,Private room in rental unit,Private room,1,1.5 shared baths,1.0,1.0,2,$40.00
f,Ciutat Vella,Entire condo,Entire home/apt,2,1 bath,,1.0,0,$36.00
f,Eixample,Entire rental unit,Entire home/apt,10,4 baths,4.0,7.0,38,$450.00
t,Ciutat Vella,Entire rental unit,Entire home/apt,2,1 bath,1.0,1.0,5,$70.00
f,Eixample,Entire rental unit,Entire home/apt,3,1 bath,1.0,2.0,6,$90.00
f,Sants-Montjuïc,Entire rental unit,Entire home/apt,5,1 bath,3.0,5.0,99,$201.00
f,Ciutat Vella,Private room in rental unit,Private room,2,1 shared bath,1.0,,5,$41.00
t,Eixample,Entire rental unit,Entire home/apt,2,1 bath,1.0,1.0,5,$45.00
t,Nou Barris,Entire rental unit,Entire home/apt,4,1 bath,2.0,3.0,0,$100.00
f,Ciutat Vella,Entire guest suite,Entire home/apt,2,1 bath,1.0,2.0,4,$35.00
f,Ciutat Vella,Private room in rental unit,Private room,3,1 shared bath,1.0,2.0,1,$60.00
f,Ciutat Vella,Entire rental unit,Entire home/apt,6,1 bath,2.0,4.0,110,$115.00
f,Ciutat Vella,Entire rental unit,Entire home/apt,5,1 bath,2.0,4.0,110,$177.00
f,Sarrià-Sant Gervasi,Entire rental unit,Entire home/apt,3,1 bath,1.0,2.0,423,$66.00
f,Eixample,Entire rental unit,Entire home/apt,2,1 bath,1.0,1.0,0,$95.00
t,Sant Martí,Entire rental unit,Entire home/apt,6,2 baths,3.0,3.0,97,$90.00
f,Ciutat Vella,Private room in loft,Private room,2,1 bath,1.0,1.0,97,$76.00
f,Horta-Guinardó,Entire guesthouse,Entire home/apt,3,1 bath,1.0,2.0,1,$90.00
f,Ciutat Vella,Entire rental unit,Entire home/apt,3,2 baths,2.0,2.0,0,$152.00
f,Sant Martí,Entire rental unit,Entire home/apt,4,2 baths,2.0,2.0,3,$55.00
f,Les Corts,Entire rental unit,Entire home/apt,6,2 baths,3.0,5.0,0,$155.00
f,Ciutat Vella,Entire rental unit,Entire home/apt,4,1 bath,2.0,3.0,47,$157.00
f,Gràcia,Entire rental unit,Entire home/apt,4,2 baths,2.0,2.0,0,$130.00
f,Eixample,Entire rental unit,Entire home/apt,4,1 bath,2.0,3.0,42,$68.00
f,Ciutat Vella,Private room in rental unit,Private room,2,1 shared bath,1.0,1.0,0,$47.00
f,Eixample,Entire rental unit,Entire home/apt,6,1 bath,3.0,4.0,2,$777.00
f,Horta-Guinardó,Entire rental unit,Entire home/apt,3,1 bath,2.0,2.0,0,$90.00
f,Eixample,Private room in rental unit,Private room,2,1 shared bath,1.0,1.0,0,$50.00
f,Eixample,Entire rental unit,Entire home/apt,8,1.5 baths,5.0,6.0,73,$332.00
t,Ciutat Vella,Entire rental unit,Entire home/apt,2,1 bath,1.0,1.0,243,$116.00
f,Sants-Montjuïc,Private room in rental unit,Private room,1,1.5 shared baths,1.0,1.0,12,$32.00
f,Eixample,Entire rental unit,Entire home/apt,10,2 baths,3.0,6.0,61,$300.00
f,Ciutat Vella,Entire serviced apartment,Entire home/apt,5,2 baths,2.0,2.0,11,$130.00
f,Ciutat Vella,Entire rental unit,Entire home/apt,2,2 baths,1.0,2.0,25,$105.00
t,Sants-Montjuïc,Private room in rental unit,Private room,1,1 shared bath,1.0,1.0,9,$31.00
f,Sant Martí,Entire rental unit,Entire home/apt,5,1 bath,3.0,4.0,29,$145.00
f,Les Corts,Entire rental unit,Entire home/apt,4,1 bath,3.0,3.0,6,$92.00
f,Eixample,Entire rental unit,Entire home/apt,4,1 bath,1.0,1.0,1,$108.00
f,Ciutat Vella,Entire rental unit,Entire home/apt,2,1 bath,1.0,1.0,19,$134.00
f,Ciutat Vella,Entire rental unit,Entire home/apt,4,2 baths,2.0,3.0,3,$65.00
f,Eixample,Entire rental unit,Entire home/apt,5,1 bath,3.0,4.0,18,$94.00
f,Sarrià-Sant Gervasi,Entire rental unit,Entire home/apt,6,2 baths,3.0,6.0,2,$180.00
f,Ciutat Vella,Entire rental unit,Entire home/apt,12,4 baths,4.0,8.0,45,$551.00
f,Les Corts,Private room in rental unit,Private room,2,2 baths,1.0,1.0,0,$80.00
t,Eixample,Entire rental unit,Entire home/apt,4,1 bath,2.0,2.0,172,$92.00
f,Eixample,Room in hotel,Hotel room,1,1 bath,1.0,1.0,2,$92.00
f,Sants-Montjuïc,Entire rental unit,Entire home/apt,4,2 baths,2.0,2.0,43,$149.00
f,Ciutat Vella,Entire rental unit,Entire home/apt,4,1 bath,2.0,2.0,5,$87.00
f,Eixample,Entire rental unit,Entire home/apt,9,2 baths,4.0,5.0,142,$180.00
f,Sants-Montjuïc,Shared room in rental unit,Shared room,2,1.5 shared baths,1.0,1.0,24,$35.00
f,Eixample,Entire rental unit,Entire home/apt,5,1 bath,2.0,2.0,42,$77.00
f,Sants-Montjuïc,Entire rental unit,Entire home/apt,2,1 bath,1.0,1.0,27,$71.00
f,Ciutat Vella,Entire rental unit,Entire home/apt,4,2 baths,2.0,2.0,39,$256.00
f,Sants-Montjuïc,Private room in rental unit,Private room,2,2 shared baths,1.0,1.0,0,$90.00
f,Eixample,Private room in rental unit,Private room,1,1 shared bath,1.0,1.0,0,$16.00
f,Eixample,Entire rental unit,Entire home/apt,4,1 bath,1.0,2.0,0,"$2,000.00"
f,Sant Martí,Room in boutique hotel,Hotel room,4,1 bath,1.0,1.0,0,$144.00
f,Gràcia,Entire home,Entire home/apt,2,1 bath,1.0,1.0,263,$115.00
f,Ciutat Vella,Entire rental unit,Entire home/apt,2,1 bath,,1.0,18,$84.00
f,Gràcia,Entire rental unit,Entire home/apt,4,1 bath,1.0,1.0,171,$100.00
t,Gràcia,Entire rental unit,Entire home/apt,4,1 bath,1.0,1.0,142,$75.00
t,Eixample,Entire rental unit,Entire home/apt,2,1 bath,,1.0,1,$50.00
f,Les Corts,Private room in rental unit,Private room,2,1 private bath,1.0,1.0,0,$100.00
f,Sants-Montjuïc,Private room in rental unit,Private room,3,2 shared baths,1.0,3.0,12,$120.00
f,Eixample,Private room in bed and breakfast,Private room,3,1 bath,1.0,3.0,8,$94.00
f,Eixample,Entire rental unit,Entire home/apt,5,2 baths,3.0,4.0,52,$155.00
f,Eixample,Entire rental unit,Entire home/apt,6,1 bath,3.0,4.0,2,$90.00
f,Horta-Guinardó,Private room in rental unit,Private room,1,1.5 shared baths,1.0,1.0,0,$50.00
t,Sant Martí,Entire rental unit,Entire home/apt,5,2 baths,3.0,4.0,28,$220.00
t,Ciutat Vella,Entire rental unit,Entire home/apt,2,1 bath,1.0,1.0,6,$101.00
f,Gràcia,Room in hotel,Private room,1,Shared half-bath,1.0,1.0,11,$60.00
f,Gràcia,Entire rental unit,Entire home/apt,6,2 baths,3.0,4.0,4,$300.00
f,Sants-Montjuïc,Entire rental unit,Entire home/apt,3,1 bath,2.0,2.0,4,$71.00
f,Sant Martí,Private room in rental unit,Private room,2,1 shared bath,1.0,1.0,0,$150.00
f,Sants-Montjuïc,Entire guesthouse,Entire home/apt,2,1 bath,1.0,1.0,5,$39.00
f,Les Corts,Private room in home,Private room,1,1.5 shared baths,1.0,3.0,0,$40.00
t,Sants-Montjuïc,Private room in rental unit,Private room,2,1 shared bath,1.0,1.0,12,$90.00
f,Ciutat Vella,Entire rental unit,Entire home/apt,5,1 bath,1.0,5.0,1,$48.00
f,Gràcia,Entire rental unit,Entire home/apt,4,1 bath,1.0,2.0,26,$131.00
t,Eixample,Entire rental unit,Entire home/apt,4,2 baths,2.0,3.0,4,$266.00
f,Eixample,Entire rental unit,Entire home/apt,3,1 bath,2.0,2.0,29,$62.00
t,Horta-Guinardó,Entire rental unit,Entire home/apt,2,1 bath,1.0,1.0,2,$50.00
f,Eixample,Private room in rental unit,Private room,1,1.5 shared baths,1.0,1.0,115,$20.00
f,Sants-Montjuïc,Entire condo,Entire home/apt,3,1 bath,1.0,1.0,0,$500.00
f,Horta-Guinardó,Entire rental unit,Entire home/apt,5,1 bath,2.0,4.0,9,$129.00
f,Sant Martí,Entire rental unit,Entire home/apt,3,1 bath,1.0,2.0,29,$76.00
f,Eixample,Entire rental unit,Entire home/apt,5,2 baths,2.0,3.0,26,$107.00
f,Ciutat Vella,Entire rental unit,Entire home/apt,2,1 bath,1.0,1.0,3,$50.00
f,Eixample,Entire rental unit,Entire home/apt,5,1 bath,2.0,5.0,26,$97.00
f,Gràcia,Entire serviced apartment,Entire home/apt,4,2 baths,2.0,2.0,4,$127.00
f,Gràcia,Entire rental unit,Entire home/apt,6,1 bath,3.0,4.0,107,$83.00
f,Eixample,Entire rental unit,Entire home/apt,2,1 bath,1.0,1.0,0,$200.00
f,Eixample,Entire rental unit,Entire home/apt,14,3 baths,6.0,14.0,145,$262.00
f,Eixample,Room in serviced apartment,Hotel room,3,1 bath,1.0,2.0,3,$104.00
t,Gràcia,Entire serviced apartment,Entire home/apt,4,2 baths,2.0,2.0,16,$273.00
t,Ciutat Vella,Entire rental unit,Entire home/apt,3,1 bath,1.0,2.0,330,$78.00
f,Sant Martí,Entire rental unit,Entire home/apt,10,2 baths,4.0,7.0,22,$325.00
f,Sants-Montjuïc,Entire rental unit,Entire home/apt,4,1 bath,2.0,2.0,2,$63.00
t,Gràcia,Entire rental unit,Entire home/apt,4,1 bath,2.0,3.0,166,$160.00
f,Ciutat Vella,Private room in rental unit,Private room,2,1 shared bath,1.0,1.0,9,$96.00
f,Gràcia,Room in aparthotel,Entire home/apt,2,1 bath,1.0,1.0,0,"$1,490.00"
f,Gràcia,Entire rental unit,Entire home/apt,2,1 bath,1.0,1.0,22,$71.00
f,Sants-Montjuïc,Entire condo,Entire home/apt,6,2 baths,2.0,4.0,0,$200.00
f,Sant Martí,Boat,Entire home/apt,6,2 baths,3.0,3.0,4,$99.00
f,Ciutat Vella,Private room in rental unit,Private room,2,1 shared bath,1.0,1.0,7,$45.00
f,Sant Martí,Entire rental unit,Entire home/apt,4,2 baths,2.0,2.0,4,$100.00
f,Eixample,Entire rental unit,Entire home/apt,4,1 bath,1.0,1.0,29,$85.00
f,Ciutat Vella,Private room in rental unit,Private room,1,1 shared bath,1.0,1.0,4,$32.00
f,Eixample,Shared room in hostel,Shared room,1,5 shared baths,1.0,1.0,1476,$18.00
f,Eixample,Entire rental unit,Entire home/apt,3,1 bath,2.0,4.0,144,$30.00
f,Ciutat Vella,Private room in rental unit,Private room,2,1 bath,1.0,1.0,2,$23.00
f,Eixample,Entire rental unit,Entire home/apt,7,3 baths,4.0,4.0,65,$224.00
f,Eixample,Entire rental unit,Entire home/apt,5,1 bath,2.0,3.0,22,$68.00
f,Ciutat Vella,Entire rental unit,Entire home/apt,5,1 bath,2.0,5.0,19,$788.00
f,Gràcia,Private room in rental unit,Private room,2,2.5 shared baths,1.0,1.0,0,$39.00
f,Eixample,Entire rental unit,Entire home/apt,5,1 bath,2.0,2.0,102,$111.00
t,Ciutat Vella,Entire rental unit,Entire home/apt,4,1 bath,1.0,2.0,187,$122.00
f,Sants-Montjuïc,Entire rental unit,Entire home/apt,4,1 bath,2.0,3.0,7,$132.00
f,Eixample,Private room in rental unit,Private room,2,1.5 shared baths,1.0,1.0,25,$62.00
t,Gràcia,Entire loft,Entire home/apt,4,1 bath,2.0,3.0,17,$65.00
f,Eixample,Private room in rental unit,Private room,2,1 bath,1.0,1.0,0,$110.00
f,Ciutat Vella,Entire rental unit,Entire home/apt,2,1 bath,1.0,1.0,13,$47.00
t,Eixample,Room in boutique hotel,Private room,2,1 private bath,1.0,1.0,137,$89.00
f,Eixample,Entire rental unit,Entire home/apt,4,1 bath,2.0,4.0,195,$109.00
t,Eixample,Entire rental unit,Entire home/apt,2,1 bath,1.0,1.0,165,$104.00
t,Ciutat Vella,Entire rental unit,Entire home/apt,5,2 baths,2.0,5.0,141,$270.00
f,Sants-Montjuïc,Room in hotel,Private room,2,1 private bath,,1.0,0,$307.00
f,Sants-Montjuïc,Private room in rental unit,Private room,1,1 shared bath,,1.0,2,$30.00
f,Eixample,Entire rental unit,Entire home/apt,4,1 bath,2.0,2.0,5,$275.00
f,Ciutat Vella,Private room in bed and breakfast,Private room,2,1.5 shared baths,1.0,1.0,5,$96.00
f,Eixample,Entire condo,Entire home/apt,4,1 bath,1.0,1.0,0,$104.00
f,Eixample,Shared room in hostel,Shared room,2,2 shared baths,1.0,16.0,0,$26.00
f,Eixample,Entire rental unit,Entire home/apt,6,1 bath,3.0,4.0,69,$100.00
f,Eixample,Entire rental unit,Entire home/apt,5,1 bath,2.0,4.0,59,$150.00
f,Eixample,Entire rental unit,Entire home/apt,4,2 baths,2.0,3.0,18,$76.00
f,Eixample,Room in hotel,Private room,2,1 private bath,1.0,1.0,1,"$9,200.00"
f,Ciutat Vella,Entire rental unit,Entire home/apt,6,1 bath,2.0,4.0,80,$117.00
f,Eixample,Private room in rental unit,Private room,2,1 shared bath,1.0,1.0,0,$70.00
f,Sarrià-Sant Gervasi,Private room in rental unit,Private room,1,1 private bath,1.0,1.0,1,$45.00
f,Eixample,Entire rental unit,Entire home/apt,2,1 bath,2.0,2.0,0,$74.00
f,Sants-Montjuïc,Private room in rental unit,Private room,4,1 bath,1.0,4.0,0,$86.00
t,Eixample,Entire rental unit,Entire home/apt,8,2 baths,3.0,3.0,110,$109.00
f,Sant Martí,Entire rental unit,Entire home/apt,4,1 bath,2.0,3.0,18,$101.00
f,Sants-Montjuïc,Entire serviced apartment,Entire home/apt,8,1 bath,3.0,6.0,23,$128.00
f,Eixample,Entire rental unit,Entire home/apt,2,1 bath,,1.0,2,$59.00
t,Eixample,Room in boutique hotel,Hotel room,2,1 private bath,1.0,1.0,62,$120.00
f,Eixample,Private room in rental unit,Private room,1,1 shared bath,,1.0,0,$28.00
f,Ciutat Vella,Entire rental unit,Entire home/apt,2,1 bath,1.0,1.0,2,$63.00
f,Ciutat Vella,Private room in rental unit,Private room,2,1.5 shared baths,1.0,1.0,1,$30.00
f,Sarrià-Sant Gervasi,Entire rental unit,Entire home/apt,3,2 baths,2.0,2.0,1,$150.00
f,Sant Martí,Private room in rental unit,Private room,1,2 shared baths,1.0,1.0,0,$29.00
f,Sants-Montjuïc,Entire rental unit,Entire home/apt,3,1 bath,1.0,2.0,2,$49.00
f,Gràcia,Private room in rental unit,Private room,1,2 baths,1.0,1.0,1,$50.00
f,Sant Martí,Entire home,Entire home/apt,6,2 baths,3.0,6.0,1,$15.00
f,Eixample,Entire rental unit,Entire home/apt,6,4 baths,4.0,4.0,0,$763.00
f,Eixample,Entire rental unit,Entire home/apt,2,1 bath,1.0,1.0,8,$200.00
f,Sants-Montjuïc,Entire home,Entire home/apt,8,2 baths,4.0,10.0,69,$200.00
f,Sant Martí,Entire rental unit,Entire home/apt,6,1 bath,2.0,3.0,104,$127.00
f,Eixample,Private room in rental unit,Private room,2,1 private bath,1.0,1.0,4,$44.00
t,Gràcia,Entire rental unit,Entire home/apt,4,1 bath,2.0,3.0,115,$175.00
t,Gràcia,Entire serviced apartment,Entire home/apt,4,1.5 baths,2.0,3.0,26,$134.00
f,Sants-Montjuïc,Entire rental unit,Entire home/apt,4,1 bath,2.0,2.0,161,$102.00
t,Eixample,Room in boutique hotel,Private room,2,1 private bath,1.0,1.0,0,$140.00
f,Eixample,Private room in rental unit,Private room,1,1 shared bath,1.0,1.0,75,$39.00
f,Eixample,Entire rental unit,Entire home/apt,10,4 baths,6.0,7.0,106,$327.00
f,Ciutat Vella,Private room in rental unit,Private room,2,1 shared bath,1.0,1.0,38,$40.00
f,Ciutat Vella,Private room in rental unit,Private room,2,1.5 shared baths,1.0,1.0,25,$48.00
f,Sarrià-Sant Gervasi,Private room in rental unit,Private room,2,1 shared bath,1.0,1.0,0,$50.00
f,Ciutat Vella,Room in hotel,Private room,2,1 private bath,,1.0,5,$84.00
f,Eixample,Private room in rental unit,Private room,2,1 shared bath,1.0,1.0,31,$42.00
f,Gràcia,Entire rental unit,Entire home/apt,6,2 baths,3.0,5.0,50,$177.00
f,Eixample,Private room in rental unit,Private room,1,1 shared bath,1.0,1.0,1,$62.00
t,Eixample,Entire rental unit,Entire home/apt,5,2 baths,3.0,3.0,0,$975.00
f,Eixample,Entire rental unit,Entire home/apt,4,2 baths,2.0,2.0,0,$150.00
f,Sant Martí,Entire townhouse,Entire home/apt,5,1.5 baths,2.0,4.0,19,$180.00
f,Sarrià-Sant Gervasi,Entire rental unit,Entire home/apt,4,2 baths,2.0,3.0,20,$129.00
f,Sants-Montjuïc,Private room in rental unit,Private room,2,1 bath,1.0,1.0,0,$35.00
f,Ciutat Vella,Entire rental unit,Entire home/apt,6,2 baths,3.0,6.0,15,$130.00
f,Sant Martí,Entire rental unit,Entire home/apt,4,1 bath,2.0,3.0,0,$80.00
t,Ciutat Vella,Private room in rental unit,Private room,2,2 baths,1.0,2.0,93,$200.00
f,Ciutat Vella,Entire condo,Entire home/apt,2,1 bath,1.0,2.0,0,$90.00
f,Ciutat Vella,Private room in bed and breakfast,Private room,3,1 shared bath,1.0,2.0,35,$87.00
f,Eixample,Private room in rental unit,Private room,2,2 baths,1.0,1.0,0,$75.00
f,Ciutat Vella,Entire serviced apartment,Entire home/apt,4,1 bath,2.0,2.0,2,$64.00
f,Gràcia,Private room in rental unit,Private room,1,1 shared bath,2.0,1.0,0,$26.00
f,Eixample,Private room in rental unit,Private room,2,2.5 shared baths,1.0,1.0,203,$29.00
f,Les Corts,Entire condo,Entire home/apt,6,2 baths,4.0,6.0,0,$66.00
f,Ciutat Vella,Private room in rental unit,Private room,2,1 private bath,1.0,1.0,40,$76.00
f,Sant Martí,Private room in rental unit,Private room,5,1 shared bath,2.0,5.0,59,$40.00
f,Ciutat Vella,Entire rental unit,Entire home/apt,4,2 baths,3.0,3.0,1,$60.00
f,Eixample,Entire rental unit,Entire home/apt,5,2 baths,3.0,4.0,9,$113.00
f,Eixample,Private room in rental unit,Private room,2,1.5 shared baths,1.0,1.0,30,$17.00
f,Sant Martí,Entire rental unit,Entire home/apt,8,2 baths,3.0,6.0,7,$229.00
f,Eixample,Entire serviced apartment,Entire home/apt,4,1 bath,2.0,2.0,48,$77.00
t,Ciutat Vella,Entire rental unit,Entire home/apt,4,1 bath,1.0,1.0,8,$40.00
f,Gràcia,Private room in home,Private room,2,2.5 shared baths,1.0,1.0,89,$26.00
f,Eixample,Entire rental unit,Entire home/apt,4,2 baths,3.0,4.0,5,$83.00
f,Ciutat Vella,Private room in rental unit,Private room,1,1 shared bath,3.0,1.0,6,$31.00
